article;lang
nπατρίδαμ nΆλλο εσέν ξάει κι είδα nΑς;pontic
nεπάτνα τα χώματα σ nΚι εκεί την ψυμ;pontic
nεφήνα δις nΤο Πόντο ερωθύμεσα nΤι;pontic
nπατρίδας το χώμα nΑτόσα χρόνε εδέβανε;pontic
nΚι nενέσπαλα ακόμα δις nΠατρίδα μ ξαν;pontic
nεπάτνα τα χώματα σ nΚι εκεί την Ψυμ;pontic
nεφήνα δις nΗ Ρωμανία πάρθεν nΝαιλί εμάς;pontic
nκαι βάι εμάς οι Τούρκ την Πολ επαίραν;pontic
nεπαίραν nτο βασιλοσκάμ κι ελάεν η;pontic
Αφεντία nΜοιρολογούν nτα εκκλησιάς;pontic
κλαίγνε τα μοναστήρα nκι ο nΑι Γιάννες ο;pontic
Χρυσόστομον κλαίει και nδερνοκοπάται;pontic
nΜη κλαίς μη κλαίς Αϊ nΓιάννε μου και μη;pontic
δερνοκοπάσαι nη nΡωμανία πέρασεν η;pontic
Ρωμανία πάρθεν nΗ nΡωμανία κι αν πέρασεν;pontic
ανθεί και φέρει nκι άλλο nΤρυγώνα nΑκεί;pontic
πέρα σ ορμανόπον nη nτρυγώνα η κορώνα;pontic
nέστεκεν και εποίνε nξύλα nη τρυγώνα η;pontic
κορώνα nΟ άντρας ατσ nέτον μυξέας nη;pontic
τρυγώνα η κορώνα nτα ξύλα nτσ έταν οξέας;pontic
nη τρυγώνα η κορώνα nΠορπατεί nκαι πάει;pontic
τίκια nη τρυγώνα η κορώνα nτ nορταρόπα τσ;pontic
είν τιφτίκια nη τρυγώνα η nκορώνα nΗ;pontic
τρυγώνα με τ ορτάρ ι α nη nτρυγώνα η;pontic
κορώνα nπάει σ ορμάν σωρεύ nχορτάρ ι α nη;pontic
τρυγώνα η κορώνα nΤα σέρ ι α nτσ άμον;pontic
τσατσία nη τρυγώνα η κορώνα nόλο nστούδ ι;pontic
α και πετσία nη τρυγώνα η nκορώνα nΑκεί;pontic
πέραν ήλιος έν nη τρυγώνα nτίνος έν nπάει;pontic
ησαΐα κι ιρεάζ τα ζα nκαι nμαραίναντ τα;pontic
δέντρα nΑκεί πέραν nέστεκεν nτην κάλτσαν;pontic
ατσ έπλεκεν nείπα n τεν έλα αδά nτο λαλόπο;pontic
μ χαμελά nΣκουλαρίκ nφορεί σο ωτί nκαι σα;pontic
σέρ ι α δαχτύλίδ nμ nένα τέρεμαν γλυκίν;pontic
nσίλια χρόνια έν nβράδυν nΗ μάνα εν κρύο;pontic
νερόν nΌταν γερά η nμάνα και άλλο κε;pontic
μπορεί 2 nα τότε θελ nβοήθειαν α τότε θελ;pontic
ζωήν nα τότε θελ nζωήν nκι όταν θα έρτε η;pontic
ώρα και άλλο κι θα nζει nαμάν και φτας το;pontic
χρέωσις θα καίετε η nψυς nη μάνα εν κρύον;pontic
νερόν και σο ποτήρ nκαι μπεν nη μάνα να μη;pontic
είνετε η μάνα να μη nεν nη μάνα να μη εν nη;pontic
μάνα εν βράχος η nμάνα εν ρασίν 2 nσο;pontic
δύσκολον την ώρας nμανίτσα μανίτσα;pontic
μανίτσαμ nθα τσαείς nη nμάνα εν το;pontic
στήριγμαν τη χαράς το nκλαδίν nτατινές η;pontic
εγάπη κε βρίετε ση nγην nη μάνα εν κρύον;pontic
νερόν nθα δέαβένε nτα χρόνια θα έρουμε;pontic
και μεις 2 nατά nείναι με τη σειράν κι θα;pontic
γλυτών nκανείς nκι θα γλυτών κανείς nκατ;pontic
ολ nπρεπ να εξέρουμε σ αούτο τη ζώην;pontic
nΧωρίς nτη μάνας την ευχήν κανείς κε λεπ;pontic
nχαΐρ nΑητέν τς επαραπέτανεν nΑητέν τς;pontic
nεπαραπέτανεν nψηλά σα επουράνια nκαι τα;pontic
nτζαγκία ατ κόκκινα nκαι το τσαρκούλν nατ;pontic
μαύρον nεκράτνεν και σα κάρτζια nτου;pontic
nπαλληκαρί βραχιόνας n Αητέ μ για nδος με;pontic
ασό κρατείς nγια πε με όθεν nκείται n Ασό;pontic
κρατώ κι δίγω σε nαρ όθεν nκείται λέγω;pontic
nΓια ποίσον σιδερέν nραβδίν nκαί χάλκινα;pontic
τσιαρούχιακι nέπαρ nσο χέρι σ τη στράταν;pontic
nκι όλεν το nμονοπάτι nΑκεί σο πέραν το;pontic
ρασίν nσ nαλάτ επ εκεί μέρος nμαύρα;pontic
πουλία τρώγν nατον nκαι ασπρα τριγυλίσκουν;pontic
n Φατέστε nπουλία μ φατέστε nφατέστε τον;pontic
nκαρίπην nσήν θάλασσαν κολυμπετής nσ;pontic
nόμάλια πεχλιβάνος nσον πόλεμου;pontic
nτραντέλλενας nρωμαίικον παλληκάρι nΗ;pontic
nκορ επείεν σο παρχάρ nΗ Κορ επείεν σον;pontic
nπαρχάρ έ ει πουλήμ πουλήμ nΝα είνεται;pontic
nρομάνα έλα έλα λέγωσε δις nΚαι για τ;pontic
nατέν θα είνουμε έ ει πουλήμ πουλήμ nΚαι;pontic
nκυνηγός σ ορμάνια έλα έλα λέγωσε n δις;pontic
nΠαρχαρομάνα εποίκε σε έ ει nπουλήμ;pontic
πουλήμ nΚι εγέντ ς λαλασαρία nέλα έλα;pontic
λέγωσε δις nΕσέγκες με και σήν nσεβτάν έ;pontic
ει πουλήμ πουλήμ nΤερείς με nκρύα κρύα;pontic
έλα έλα λέγωσε δις nΗ κορ nεξέβεν σο;pontic
παρχάρ έ ει πουλήμ πουλήμ nΕγέντονε;pontic
nρομάνα έλα έλα λέγωσε δις nΕφώταξεν nκαι;pontic
ο παρχάρτς έ ει πουλήμ πουλήμ nΕμόρφηναν;pontic
nτ ορμάνε έλα έλα λέγωσε δις nΤο;pontic
nτσαμπασίν nΕκάεν και το τσάμπασιν nΚι;pontic
nεπέμναν τα τουβάρια γιαρ γιαρ αμάν n δις;pontic
nΚαι ν ερρούξαν σό γουρτάρεμαν nΤ Ορτούς;pontic
nτα παλληκάρια οφ οφ αμάν nΚλαίν τα;pontic
nπουλόπα τη Θεού nΚλαίν τα πεγαδομάτια;pontic
nγιαρ γιαρ αμάν δις nΚλαίει το τσιαμπλούκ;pontic
nτο καρακιόλ nΚλαιν τ έμορφα τ ελάτια nοφ;pontic
οφ αμάν nΕκάεν και το τσάμπασιν σπίτε nκι;pontic
θ απομένε γιαρ γιαρ αμάν δις nΤρανοί;pontic
nμικροί φτωχοί ζεγκοίν nΟλ κάθουνταν;pontic
nκαι κλαίγνε οφ οφ αμάν nΑρ εκάεν κι;pontic
nεμανίεν όλεν το παρχάρ nΚαι ν εκές;pontic
nτιδέν κι επέμνεν μαναχόν σαχτάρ n δις;pontic
nΤην πατρίδαμ έχασα nΤην πατρίδαμ nέχασα;pontic
έκλαψα και πόνεσα nλύουμαι κ nαρωθυμώ oϊ;pontic
οϊ οϊ οϊ ν ανασπάλω και πορώ n δις nΜίαν κ;pontic
άλλο σήν ζωήμ σο nπεγάδιμ σήν αυλήμ;pontic
nνέροπον ας έπινα noϊ οϊ οϊ οϊ και τ;pontic
ομάτεαμ έπλυνα n δις nΤα ταφίαμ έχασα ντ;pontic
έθαψα nκ ενέσπαλα nτεμετέρτς αναστορώ oϊ;pontic
οϊ οϊ nοϊ και σο ψώπομ κουβαλώ δις nΜίαν κ;pontic
nάλλο σην ζωήμ σο πεγάδιμ σην nαυλήμ;pontic
nνέροπον ας έπινα oϊ οϊ οϊ οϊ και nτ;pontic
ομάτεαμ έπλυνα δις nΕκκλησίας nέρημα;pontic
Μαναστήρεα ακάντηλα nπόρτας και;pontic
nπαράθερα oϊ οϊ οϊ οϊ έπεμναν ακράνοιγα n;pontic
δις nΜίαν κ άλλο σην ζωήμ σο nπεγάδιμ σην;pontic
αυλήμ nνέροπον ας έπινα noϊ οϊ οϊ οϊ και;pontic
τα ομάτεαμ έπλυνα n δις nΚαλόν κορίτσ;pontic
nΚαλόν κορίτσ nκαλόν nκορίτσ nκαλόν κι;pontic
ευλοημένον nση χώρα nφαίνετ άσκεμον;pontic
λελέβω ατό nσε μέναν nφωταγμένον nΚαλόν;pontic
κορίτσ εχόρευαντ nέμορφα τα κορτσόπατα;pontic
nτα κάλλια τουν nεσείουσαν λελέβ ατά;pontic
nάμον μανουσιακόπα nΚαλόν nκορίτσ για;pontic
χόρεψονεσύ τεμόν φραντάλαντα nαμάραντα;pontic
nμαραίν πουλί μ λελέβω σε nκαι τεσόν η;pontic
nεγκάλιαν nΖιπάν ζιπί nΖίπαν ζίπ η;pontic
nκάρδιαμ γομάτον όνερα nλάσκεται απάν σα;pontic
nπαρχάρεα σα κρύα νερά nΚάθουμ ώρας και;pontic
nνουνίζω μικρόν πούλοπομ nτην ανάσας να;pontic
nέρται κρούει απάν σον πρόσωπομ nΝα;pontic
nτερείς μεν και να σκίεις μεν μασέρ;pontic
nκοφτερόν nνα σασέβω να μη εξέρω που κές;pontic
nνα τερώ nΝα τρομάζω και να στέκω άμον;pontic
nιαντζούις nνα ανοίγω τα σερόπαμ και κει;pontic
nαπές να ρούεις nΝα ερχεσαι γρυβών τς;pontic
nαπάνι μ nνα σφιγγ ς να τσιχρώντς nτα;pontic
nντερτια ντο ειν απεσ ιμ ολα να λαρωντς;pontic
nΣεράντα nμήλα κόκκινα πούλι μ nσ ένα;pontic
μαντήλ nδεμένα δις nσεράντα σεβτάς κι αν;pontic
nεφτάς ρίζαμ nκ ευρίκ ς κι άμον εμένα n;pontic
δις nτ ομάτες ασάν ουρανόν πουλι nμ;pontic
nαστρέν πα κατηβάζνε δις nπόσα nκαρδόπα ν;pontic
έκαψες ρίζαμ nκαι ποσα nαναστενάζνε δις;pontic
nΣεράντα μήλα κόκκινα nπούλι μ nσή σειράν;pontic
τιζεμένα δις nεπάρ nαρνόπομ την στρατάν;pontic
ρίζαμ nντο θα φερ nτσε σ εμένα δις nΓια;pontic
έλα έλα πούλι μ nμε τεμέν έλα γιάβρι μ nτο;pontic
νόστιμον το nτέρεμας πούλι μ θα σύρ και;pontic
παίρ τ nαχούλι μ δις nΠουλόπα ταξιδιάρικα;pontic
nέναν μένεμαν φέρτε nτα κήρουκα μ κι ο;pontic
nαδερφό μ αν ζούνε σε μεν πέτε nΡεφρεν nτο;pontic
nαίμαν νέρον κι ίνεται κι οι ρώμιοι κι;pontic
Σήμερον μαῦρος οὐρανός σήμερον μαύρη;pontic
nμέρα Σήμερον ὅλοι θλίβονται καὶ τὰ;pontic
nβουνὰ λυποῦνται Σήμερον ἔβαλαν;pontic
nβουλὴν οἱ ἄνομοι Ἑβραῖοι Οἱ ἄνομοι;pontic
nπαράνομοι ἢ καὶ τὰ σκυλιά κ οἱ;pontic
nτρισκαταραμένοι 5 Γιὰ νὰ σταυρώσουν;pontic
nτὸν Χριστὸν τὸν πάντων βασιλέα Ὁ;pontic
nΚύριος ἠθέλησε νὰ μπεῖ στὸ περιβόλι;pontic
nΝὰ λάβει δεῖπνον μυστικὸν γιὰ νὰ τὸν;pontic
nλάβουν ὅλοι Κ ἡ Παναγιὰ ἡ Δέσποινα;pontic
nκαθόνταν μοναχή της Τὴν προσευχήν της;pontic
nἔκανε γιὰ τὸν μονογενῆ της 10 Φωνὴ;pontic
nἐξῆλθ ἐξ οὐρανοῦ κι ἀπ ἀρχαγέλλου;pontic
nστόμα Σώνουν Κυρά μου οἱ προσευχές;pontic
nσώνουν καὶ οἱ μετάνοιες Καὶ τὸν υἱόν;pontic
nσου πιάσανε καὶ στοῦ χαλκιᾶ τὸν πᾶνε;pontic
n ἢ καὶ στὰ σφαγειὰ τὸν πᾶνε Χαλκιά;pontic
nχαλκιά φκιάσατε δυό χαλκιὰ φκιάσατε;pontic
nπέντε Βάλτε τὰ δυὸ στὰ χέρια του καὶ;pontic
nτἄλλα δυὸ στὰ πόδια 15 Τὸ πέμπτο τὸ;pontic
nφαρμακερὸ βάλτε το στὴν καρδιά του Κ;pontic
nἡ Παναγιὰ σὰν τ ἄκουσε ἔπεσε κ;pontic
nἐλιγώθη Σταμνὶ νερὸ τῆς ρίξανε τρία;pontic
nκανάτια μόσχο Καὶ τρία μυροδόσταμνα;pontic
nγιὰ νἄρθ ὁ λογισμός της Καὶ σὰν τῆς;pontic
nἦρθ ὁ λογισμὸς καὶ σὰν τῆς ἦρθ ὁ;pontic
nνοῦς της 20 Ζητεῖ μαχαίρι νὰ σφαγεῖ;pontic
nφωτιὰ νὰ πὰ νὰ πέσει Ζητεῖ κρημνὸ νὰ;pontic
nκρημνισθεῖ γιὰ τὸν μονογενῆ της Τηρᾶ;pontic
nδεξιά τηρᾶ ζερβὰ κανένα δὲν γνωρίζει;pontic
nΤηρᾶ καὶ δεξιότερα καὶ βλέπει τὸν nἍη;pontic
Γιάννη Ἅγιε μου Γιάννη Πρόδρομε nκαὶ;pontic
Βαπτιστὰ τοῦ γιοῦ μου 25 Μὴν nεἶδες;pontic
τὸν υἱόκα μου τὸν πολυαγαπημένο n ἢ;pontic
καὶ σὲ διδάσκαλόν σου Δὲν ἔχω nγλῶσσα;pontic
νὰ σοῦ πῶ γλῶσσα νὰ σοῦ nμιλήσω Δὲν;pontic
ἔχω χέρι κάλαμο γιὰ νὰ σοῦ nτόνε δείξω;pontic
Βλέπεις ἐκεῖνον τὸν nγυμνὸν τὸν;pontic
παραπονεμένον Ὅπου φορεῖ nπουκάμισο;pontic
στὸ αἷμα βουτηγμένον 30 Ὅπου nφορεῖ;pontic
στὴν κεφαλὴν ἀκάνθινον στεφάνι;pontic
nἘκεῖνος εἶν ὁ γιόκας σου κ ἐμὲ ὁ;pontic
nδιδάσκαλός μου;pontic
Πουλόπο μ ντὸ ἕν ἀοῦτο τὸ μαῦρον nτὸ;pontic
χαπάρι ρίζα μ ἐγὼ ἐνέμενα nστηχαρäτεν;pontic
ς σὴν πόρτα μ κι ἀναχάπαρα nἔρται μὲ;pontic
τὸ μαῦρον τὸ χαπάρι σ nΠουλί μ ἡ μάννα;pontic
σ ἔρημος καὶ τ nὅρωμαν πα εἶδεν 5 ἐγὼ;pontic
ἀτὸ ἀρνόπο μου n κ ἐθέλ να νὰ πιστεύω;pontic
Εἶδα τ nὀσπιτί μ τὸ στουλάρ ἐτσακῶθεν;pontic
κ nἐρροῦξεν εἶδα τ ὀσπιτί μ τὴν;pontic
nπόρταν ἐσάρεψεν ἡ βρούλα Πουλόπο μου;pontic
nἐπόφευα ἀσ ἐκείν τὴν ἡμέραν nἐφογούμ;pontic
νε γιάμ κάπ ἔρται κανεὶς nκαὶ κάτ πα;pontic
λέει με Ἀρνόπο μ πὼς θὰ nσύρω γὼ τ;pontic
ἐσὸν τὴν καμμονήν ι nἜρημον νἆν ἡ;pontic
ξενιτä τ όλâ νὰ εἶν nτὰ ξένα Τρία χρόνâ;pontic
ἔσυρα γὼ καὶ τὴν nἀροθυμία σ Ὁ;pontic
μοθοπώρτς πότε θἄρται nἐγώ πα ἐνεμέν;pontic
να κ ἐπρόφτασεν ὁ nμοθοπώρτ ς ἔρθεν;pontic
μαῦρον χαρτίν ι 15 nΠουλόπο μ πῶς;pontic
ἐρρώστεσες καρίπ ς nἐσὺ σὰ ξένα Νä κύρ;pontic
νä μάνναν νä nἀδελφὴν καν νὰν ς σὸ;pontic
γιάνι σ κ nεἶ ες κ εἶ ες μάνναν ναὶ;pontic
πουλόπο nμ νὰ ξημερών ς σὸ γιάνι σ κ nεἶ;pontic
ες ἀδελφήν ναὶ ἀρνί μ νὰ δί σε nτὰ;pontic
βοτάνâ κ εἶ ες πατέραν κι nἀδέλφâ;pontic
ἀρρωστικὰ νὰ φέρ νε 20 Πουλί nμ τὸ;pontic
γράμμα σ ἔργεψεν κ ἡ μάννα nσ ἐφοέθεν;pontic
ὅθ ἐφοέθεν ναὶ ἀρνί μ nἐκεῖ πα;pontic
ἐπλερῶθεν Ἔκαψες πουλί μ n μάραινες κι;pontic
ὅλôν τὴν γειτονίαν nἅψιμον ἔκ ες ναὶ;pontic
γιαβρί μ ς σῆ nμάννας σ τὴν καρδίαν;pontic
Πουλόπο μ κί nπιστεύ ἀτο ἐγὼ θὰ;pontic
ἀναμένω 25 θὰ nἀναμένω γράμματα ὅσά;pontic
ρχουν οἱ nσαῆδες Πουλόπο μ θὰ παίρω;pontic
ἐγὼ καὶ nτὴν φωτογραφία σ θὰ κάθουμαι;pontic
καὶ nκλαίω σε ἐγὼ νύχταν κ ἡμέραν;pontic
nΣιλατσὴν ἐνεμείν να σε καὶ κορτσόπα;pontic
nἐτέρ να ἀτώρα ποῖκες με ἀρνί μ nἐ ά;pontic
εψα κ ἐπέμ να 30 Πουρνὰ θ ἄρτ nὁ;pontic
μοθόπωρον θ ἄρχουν οἱ ιλατσῆδες nπῶς;pontic
θὰ σύρ ἡ μάννα σ γιαβρί μ καὶ nτὴν;pontic
ἀροθυμία σ κ εἶ ες μάνναν nἀρνόπο μου;pontic
νὰ δί σ ἕναν νερόπον κ nεἶ ες μάνναν;pontic
πουλόπο μου νὰ δί σε nτὰ βοτάνâ κ εἶ ες;pontic
μάνναν νὰ κάθεται nσουμὰ ς σὸ μαξιλάρι;pontic
σ 35 κ εἶ ες nμάνναν ἐσύ γιαβρί μ νὰ;pontic
ξημερών ς nσὸ γιάνι σ Νερόπον νὰ ἐδίνε;pontic
σε nκανεὶς ς σὸ γιάνι σ κ ἔτον nἀρρωστικὰ;pontic
νὰ φέρ νε σε πουδὲν nκανεὶς κ εὑρέθεν;pontic
ἐκούϊζες τὴν μάννα nσου μανίτσα πουδὲν;pontic
κ ἔτον ἐκούϊζες nτ ἀδέλφâ σου ἀδέλφâ;pontic
πουδὲν κ ἔταν n40 Ἡ μάννα σ ρίζα μ κ;pontic
ἔξερεν nἐρρούζ νεν κ ἐκοιμᾶτον Ἔλεπεν;pontic
nἄγρâ ὁρώματα καὶ πάντα ἐφογᾶτον Πῶς;pontic
nθὰ σύρω τὴν καμμονή σ καὶ ποῖα θὰ;pontic
nνουνίζω ἀροθυμίαν ξενιτäν γιόκσα τὴν;pontic
nχωρισίαν Φαρμάκ νὰ ἔν καὶ τὸ nψωμίν;pontic
ρίζα μ τῆ ξενιτείας 45 ὁ Θεὸς nτὰ ξεραίν;pontic
ἀρνί μ τῆ παπορί τὰ nστράτας ποὺ παίρ;pontic
καὶ πάει καὶ χάν nἄτα τῆ χώρας τὰ;pontic
παιδία Πουλί μ ζαὲρ nἐπάλευες ἐσύ πα;pontic
μὲ τὸν χάρον κανεὶς n κ ἔτον σουμά σ;pontic
ἀρνί μ ἐσὲν νὰ nβοηθᾶ ι Εὗρε σε καρίπ;pontic
μαναχὸν ἐσέν nπα χωρὶς σόϊ 50 Πουλί μ ἡ;pontic
μάννα σ n κ ἔτονε καὶ ἄκλαφτος ἐπῆες;pontic
ρίζα nμ ἐγὼ θὰ κλαίω σε ἂς ἔν κι ἀπὸ;pontic
nμακρά ι Χάρε μ ντ ἐποῖκες σὺ ἐμέν;pontic
nχάλασες τὴν φωλέα μ κ ἕρπαξες τὸ;pontic
nπουλόπο μου π ἔτον ς σὴν ξενιτείαν;pontic
nἌπιστε χάρε ξάι κὶ τσίεις Ἕλλενας;pontic
nπαλληκάρâ 55 ἐσὺ κ ἐγροικᾶς νὰ;pontic
nνουνίεις ἀτὰ γιὰ τὸν Ἅδ κ εἶναι nἘγώ;pontic
ἀρνί μ θὰ λάσκουμαι ς σὰ nστράτας καὶ ς;pontic
σὰ δέβας θὰ κλαίγω κι nἀραεύω σε σ οὗλâ;pontic
ὅθενκσε ἐλάστες nθὰ πάγω ς σὸ;pontic
Δεσποτικόν φαίνεται ἅεν nΠέτρον θὰ;pontic
τερῶ ἂν ἐσκόλασες ἀρνί μ nἀς σὸ;pontic
σκολεῖον 60 θὰ βγαίνω κι ἀπάν n ς σῆ;pontic
Κουροὺζ κι ἄλλο ψηλὸν ρακάν ι nθὰ τέρ;pontic
ἀρνί μ γιὰμ λού κεσαι nἀφκὰ ς σὰ;pontic
ποταμέας Θὰ πάγω καὶ ς σῆ nΓοργορᾶ ς;pontic
σὸ ψηλὸν τὸ ρανίν ι ἀπάν n ς σ Ἀννίτσας;pontic
τὸ ταφὶν ἐσέναν θ nἀραεύω Καλομηνᾶ ς σ;pontic
Ἀπάρματα ς σ nὅλâ γὼ θ ἀραεύω 65 μὲ τὰ;pontic
δάκρâ μ nτ ἀμάραντα ὅλâ ἐγὼ θ ἀρδεύω;pontic
nΑὐγούστ ἀπάν ς σὸν Ἁεσὲρ ἡ nμάννα σ θ;pontic
ἀραεύ τσε κι ὅθεν χορὸς nκαὶ τσαλγουτσής;pontic
πουλόπο μ θ nἀναμέν τσε Θὰ πάγω ρίζα μ ς;pontic
σὰ nΓουλάτ τὴν στράταν θὰ πιάνω ὅθεν;pontic
nδεβάτ κι ἀντιδεβάτ ἐκείνους θὰ nρωτῶ;pontic
ι 70 ἂν ἔρθαν ἀς σὴν ξενιτäν ἂν nεἶδαν;pontic
τὸν Νικόλα μ καὶ πότε θὰ ἔρται nτ ἀρνί;pontic
μ πότε θὰ στείλ με γράμμαν nἩ μάννα τ;pontic
ἐπαλάλωσεν λά κεται τὰ nρα ία κὶ;pontic
σύρκεται ἡ καμμονή σ καὶ nἡ ἀροθυμία σ;pontic
Φευγάτ σα σ ἀσ nἈγαρενοὺς νὰ μὴ παίρ;pontic
νε ς σ nἀσκιäρι 75 κ ἔστειλα σε ς σὴν;pontic
ξενιτäν nκαρίπ καὶ σαγαπσούζ ι Ἐγὼ;pontic
ἐσὲν πῶς nἔβγαλα πουλί μ ἀς σὴν;pontic
ἀγκάλâ μ nΓιατὶ κ ἔκρυφτα σε ἀρνί μ;pontic
καὶ ς nσῆ Πλακί τὸ Σπέλεν ποὺ κὶ;pontic
πατοῦν nἈγαρενοὶ κὶ ξέρν ἀ οἱ;pontic
τσανταρμάδες nὅθεν πάγ νε ἀπὸ βραδὺς τ;pontic
ἀγραίγιδâ nκαὶ μέν νε 80 Πουλόπο μ ἡ;pontic
μαννίτσα nσου ἐ ά εψεν κ ἐπέμ νεν πῶς;pontic
θὰ σύρω nτὴν καμμονὴ σ ποῖον στράταν;pontic
θὰ nπαίρω;pontic
Ντὸ ἔν ναι κόρη μ ντ ἐποῖκες nἀοῦτο;pontic
τὸ ζουλούμιν κ ἐφέκες τὰ nπουλόπα σου;pontic
πεντόρφανα ς σὸν κόσμον nΣίναν;pontic
ἐθάρρεσες κόρη μ ς σὴν μάννα nσου τὴν;pontic
γραίαν Τίναν ἔχω ἄλλο ἐγώ nἀδὰ ς σὸν;pontic
μαῦρον κόσμον 5 Ποῦ nἐθαρρεύτες ναὶ;pontic
κόρη μ κ ἐξέβες nκαὶ ν ἐδέβες Τὰ;pontic
πουλόπα σ εἶναι nμικρά καν νὰν ς σὸν;pontic
κόσμον κ nἔχ νε Ντὸ νὰ ἐφτάγ ἐγ ὀρφανή;pontic
nποῖον δρόμον νὰ παίρω Ἀτώρα ς σὰ;pontic
nγεράματα θὰ βάλω τὰ σακκούλâ θὰ;pontic
nβγαίνω ς σὰ χριστιανά θὰ λάσκουμαι ς;pontic
nσὰ πόρτας 10 καὶ γυρευὴς θὰ γίνουμαι;pontic
nτὰ πουλä σ θὰ τρανύνω Τὸν Κωνσταντῖνον;pontic
nθὰ φτάγω κιατίπ καὶ γραμματέαν καὶ;pontic
nτὸν Γιάγκον πα ταχσουλτὰρ ἀπάν ς nσὰ;pontic
γαραμμάτâ Τὴν Μαρίτσαν τὴν nΚαρτερήν;pontic
τὴν μικρέσσαν Ἀννίτσαν θὰ nδίγ ἀτ ς;pontic
καὶ ς σὸ μαναστήρ νὰ μὴ nκλέφ ν ἀτ ς οἱ;pontic
Τοῦρκοι Θὰ τρανύνω nτὰ πουλόπα σ καὶ ς;pontic
σῆ χώρας τὰ nπόρτας ἐγὼ θὰ παρελέπ;pontic
ἀτα καὶ ἀπ nἐσὲν καλλίον Ἐλάτεν ἔ;pontic
πουλόπα μου nκ ἐσᾶς ἂς δâρμενεύω;pontic
πουρνά ὅνταν nτρανύνετε ἐγὼ σᾶς θ;pontic
ἀραεύω ὅλ nἔ ετε ἀπ ἕναν νι άν ἂς λέγω;pontic
σας nἀτώρα 20 πουρνὰ ὅνταν τρανύνετε νὰ;pontic
μὴ nγίνουστην χώρâ Ἡ Μαρίτσα ς σὸ nμάγ;pontic
λον ἀτ ς κ ἡ Καρτερὴ ς σ nὀμμάτ ν ἀτ ς κ;pontic
ἡ Ἀννίτσα ἀπέσ ς nσὸ κατσὶν ἔχ ν ἀπ;pontic
ἕναν ἐλαίαν ὁ nΚώστης ἀπέσ ς σ ὀφρύδâ;pontic
τ κι ὁ nΓιάγκον ς σὸ ριζώτ ν ἀτ ἔχ νε;pontic
καὶ nἀπ ἕναν κοπίδ καὶ ἅμον μα αιρέαν;pontic
n25 Κόρη μ ἀσ σοῦ τρανύν ἀτα ἄλλο;pontic
nστράταν θὰ παίρω κάπ ἐκεῖ θὰ πάγω;pontic
nἐγὼ τὸν χάρον πὰ θὰ εὑρίκω π;pontic
nἐκόμπωσεν τὸν κύρη σου κ ἐπλάνεψεν nτ;pontic
ἀδέλφâ σ ποὺ ἔπαιξεν τὸν ἄντρα nσου;pontic
καὶ ὅλâ τ ἐξαδέλφâ σ κ nἔστεσεν κρυφὸν;pontic
πόλεμον χωρὶς χαπάρ nνὰ δί μας 30 καὶ;pontic
πάει κ ἔρται κάθαν nχρόνον ἐρήμαξεν τ;pontic
ὀτζάκι μ Τὰ nκάστρα ὅλâ θὰ πατῶ τὰ;pontic
κόσμâ θὰ nδâβαίνω τὰ θάλασσας καὶ τὰ;pontic
νερὰ τ nἀέρας καὶ τὰ λίβâ ς σῆ χάρονος;pontic
καὶ nτὸ γονάχ θὰ πάγω ταγιανεύω Θὰ;pontic
κούζ nἀτὸν ς σὸν πόλεμον πέσ ς σὸ μέγαν;pontic
nτ ἁλώνι 35 Ἂν ἔρται μὲ τ ἕναν nσιγκὶν;pontic
θὰ παίρω γὼ τὴν _ὴν ἀτ κι ἂν n κ ἔρται;pontic
θὰ χαλάνω γὼ τὸ γονάχ n ς σὸ κιφάλ ν ἀτ;pontic
Θὰ κρεμίζω τὰ nγεφύρâ θὰ χαλάνω τὰ;pontic
στράτας θὰ nγλυτών ἀοῦτον τὸν κόσμον;pontic
θὰ κόφτω nτ Ἅδ τὴ στράταν Ντὸ νὰ λέγω;pontic
σε ναὶ nκόρη μ κ ἐσὲν νὰ παργορεύω 40;pontic
ἐγὠ nπα ἐπαλάλωσα κι ἀς σὸ λέγω κὶ;pontic
ξέρω nΝτὸ ἔν ντ ἐποῖκες με κόρη μ τὸ;pontic
nμαῦρον τὸ χαΐφι τὰ πουλόπα σ μικρίκα;pontic
nεἶν στράταν νὰ βγάλ ν κὶ ξέρ νε;pontic
Μάννα μάννα μαννίτσα μου μάννα nκαλέσσα;pontic
μάννα Πῶς θ ἀφήντς μας καὶ nὀρφανά;pontic
καρίπ κ ἀπάν ς σὸν κόσμον nΜάννα ποῦ θ;pontic
ἀφήντς τὰ πουλä σ καὶ nπ ἔχπάστες νὰ;pontic
πάς ι ποῖος θὰ nστείλ μας ναί μάννα μ;pontic
ἀτώρα ς σὸ nσκολεῖον 5 ποῦ θ ἀφήντς μας;pontic
καὶ nμαναχά ς σὸν κόσμον χωρὶς μάνναν;pontic
nΜάννα ὁ Κώστης κι ὁ Γιάγκον κ ἡ;pontic
nΚαρτερὴ κι Ἀννίτσα ὅλâ μικρὰ εἶν;pontic
nμάννα μου ντὸ θὰ φτάει ἡ Μαρίτσα;pontic
nΜάννα πουδὲν κ ἰνάνευες ἐσὺ πα τὰ;pontic
nπουλόπα σ τώρα πῶς ἔεις ὑπομονὴν nκαὶ;pontic
κ ἀνοίεις τ ὀμματόπα σ 10 νὰ nτερεῖς τὰ;pontic
