article;lang
αμbασκάλις σαν άδγιου τσιουβάλ κι κίν τσαν να φύβν Η ώρα ήταν απιρασμέν ;nothern
Τουν έβγαλαν όξου απ τ λουκάνdα του ν dαϊάκουσαν στου τηλιγραφόξυλου κι;nothern
χίρσαν να του ν νdύν ν ;nothern
Έβγαλιν ου Νάννους ένα ράσου παπάθκου κι ένα καλημαύχ απ του ν ;nothern
bουχτσιά κι τάν τσαν του ν Μήκα Τουν ακόλτσαν στα μάλουγα κι στα κατσιαούλια;nothern
κι ένα πουκάρ μαλλί για γιένια τουν έφκιασαν παπάν κι κίν τσαν κατά σιαπάν ;nothern
 Πούθι αρα τουμ bααίνουμι Απτιδώ είνι του σπίτ λιέει ου Κουκόλτς του ν ;nothern
 Πού αλλού αρα Κουκόλ Σν Άη Νάργιαρ Ικεί πααίν ν τα καλά τα πιδγιά ;nothern
τουν απουκρένιτι ου Νάννους ;nothern
 4 3 Τσαλαπατχιούνdας ου ένας τουν άλλουν κι ου Μήκας τα ράσα τ έφτασαν;nothern
κάπουτις κι άλλου Τσιουκαλνούν τ θύρα απ του οικουτρουφείου ικείνουν τουν;nothern
gιρό ήταν σκουλιό για παπάδις Ύστιρας απου κάνα τσιρέκ άνξιν ένας τ θύρα ;nothern
 Όρα καλόπιδου Πάρι ιδώια τουμ bαπά αυτόνια Τουν βρήκαμι στου ν τζιαdέ;nothern
μάναχουν Πάρ τουν μέσα να μή σας ανdρουπχιάζ Που κάνα χουργιό φαίνιτι;nothern
τανάνι Πάρ τουν μέσα λιέει ου Νάννους ;nothern
Στα Μή σικλιdίζισι ;nothern
Στα χίρσαν να του ν νdούν ;nothern
22;nothern
 Όρα καλόπιδου Να τουν βάλουμι bάριμ σν ικκλησιά δέ γιένιτι λιέει ξανά ου;nothern
 Βάλ τουν αρα πιδάκι μ του ν σκουνdό Κρίμα είνι είπιν κι ου Κουκόλτς ;nothern
Έτσ κι γίνgιν άνξαν ν ικκλησιά τουν έστρουσαν στουν άρτηκα κι τουν έβαλαν;nothern
να κοιμθεί Κλείδουσαν απ όξου κι οι δγιό οι φίλ αχνάτ παχνάτ γύρσαν στα;nothern
σπίτχια τς δίχους σιαματάν ;nothern
 4 4 Στου σπίτ η Ματή η γυνιαίκα τ ανdαργιάσ κιν απου δέν φάνgιν ου Μήκας;nothern
απου νουρίς Όσου απιρνούσιν η ώρα κι δέν φαίνουνdαν κάμbουθινά ν έζουναν;nothern
τα φίδγια κι οι δγιαόλ Μάτ δέ σφάλτσιν Έκατσιν να τουν gαρτιράει όλ νύχτα Τ ;nothern
χαραή δέν τ χουρούσιν ου τόπους Αράδα μούν ήλιγιν παρατουρσμέν μέσα όξου;nothern
σάν dουν βρουκόλακα Γιαζΐκ να σι γιέν Ζιουρουμήκα Πούθι καϊπχιώθκις κι δέν;nothern
φαίνισι Άφανdους γίνgις Άνξιν η γης κι σι κατάπχιν Σι κουκούλουσιν ου όξ απου;nothern
 δώ Πού είσι Σι δένου δαίμουνα σι ξαναδένου ήλιγιν κι ξανάλιγιν ;nothern
Πού νάξιριν η σκουνdή πούθι βρίσκουνdαν ου Μήκας κι τί τουν γένουνdαν ;nothern
 4 5 Πήριν να χαράζ Ου Μήκας στουν άρτηκα χίρσιν ν ανακατώνιτι ;nothern
ανασιούκουνιν τα χέργια τ πάινιν να γυρστεί κι ήγλιπιν τα ράσα του καλημαύχ ;nothern
τα γιένια Πουλλή μαυρίλα αρα τζιάνουμ ήλιγιν μι του μbγιαλό τ Μαύρα γίνουρα;nothern
γλέπου ;nothern
Γύρσιν ξανά ξανακουκουλώθκιν κι συλλουιούνdαν Σημ bέτρα αρα κοιμούμι ;nothern
Τί σκληρό απ γίνgιν του στρώμα μ ;nothern
Ύστιρας απου ου λίγου τουμ bάνιασιν μνιά αχτίδα ήλιους ξημέρουσιν για τα;nothern
καλά Ανασ κώθκιν ψίχα γλιέπ πάλι τ μαυρίλα Στουν ύπνου μ λιέει τα γλιέπου ;nothern
Τί σι φκιάν του ζιουρουμbγιαλό ;nothern
Στα αb δέν φάνgιν ;nothern
Στο αρχικό κείμενο νι έζουσαν ;nothern
Ήταν τα πιδγιά απ τ σκουλή Τουν έρχουνdαν ανdράλ τα μάτχια τ δέν;nothern
άνγαν του στόμα τ στιγνό ;nothern
 Όι γίνουρου κι αυτόια λιέει πάλι ου Μήκας μι του μbγιαλό τ Άσουτου είνι ;nothern
 Άνξι πάτιρ να χπήσουμι ν gαμbάνα ξανά απ όξου τα πιδγιά Άνξι πάτιρ ;nothern
πουδάργια τ ξαναγλιέπ τ μαυρίλα Τηργιέτι ξανατηργιέτι στρίφτ τα μάτχια τ μι;nothern
τς απαλάμις τ ανοίγ σφαλνάει τα μάτχια τ κανdίπουτας δέν απείκαζιν κι ;nothern
απουρούσιν κι συλλουιούνdαν ;nothern
 Πούθι αρα να βρίσκουμι Πχιός να είμι Τί δέν ακούιτι η Ματή Πού;nothern
 Πάτιρ ν gαμbάνα Πάτιρ ν gαμbάνα Να χπήσουμι ν gαμbάνα ακούει ξανά;nothern
απ όξου να λιέν τα πιδγιά ;nothern
Πααίν κατά τ θύρα τηράει καλά σκύφτ κι λιέει στα πιδγιά ;nothern
 Όρα καλόπιδα Έτσ να ζήστι πχιάλατι ψίχα ίσια μι του ν φούρνου τ Μήκα ;nothern
να ιδείτι είμι ικεί Ρώτσιέτι αρα να σας πούν είνι ου Μήκας ικεί Γιατι αρα;nothern
καλόπιδα άμα είνdους ικεί ιγώ πχιός είμι ;nothern
 1 Η γκουρτσιά;nothern
Του σπίτ π γιννήθκα κι τράνιψα ήταν ανάμισα στ Γιτιά τα Κατσ κάθκα τα;nothern
Μπουντανάθκα κι τ Τζαμάρα ;nothern
Ήταν σ μά στου φούρνου τ Τάσιου τ Πατιά κι άντικρα π του σπίτ τ ;nothern
Νικουλάκ τ Μαντρέλα ουδός Γιουργίου Τιόλ αριθμός τέσσιρα Διξά μας απ του;nothern
δρόμου ήταν τ Μπέντα ύστιρα τ Νιάκ τ Ούρδα παρακείθι τ Τιάλ τ Τιόλ τ ;nothern
Σύρπ τ Κουκαλιάρ κι όπους ξιαστουχήθκα τα φτάσου ίσια μι τουν ΆηΚουσταντίνου μι φαίνιτι Ουπίσου πτιμάς είχαμι τ Σάννα τ δασκάλα τ μάνα τ ;nothern
Κουσταντούλ κι ζιρβά μας του σπίτ τ Χρήστ τ Τσιάρα τ μαραγκού Ου Τσιάρας;nothern
είχιν φύβγ απου χρόνια στ Σαλουνίκ κι του νοίκιαζιν ;nothern
Κι ιμείς στα νοικιαστά κάθουμάσταν Του σπίτ ήταν απ τς Λαβαν τσιώτδις δυό;nothern
αδέρφια κι μιά αδιρφή ανύπαντρ όλ Κι έτσ όπους είχιν τρείς θύρις στουν;nothern
νουβουρό κάθουμάσταν ικεί μέσα δυό φαμπλιές κι ένας ζουντόχηρους ου Βασίλτς;nothern
τ Λαβαν τσιώτ π δούλιβιν μιρουκάματου σιαπάν στ αμπέλια Του Βασίλ τουν;nothern
καρτιρούσαμι ιμείς οι μκροί στουν πάτου άμα σώνουνταν τα γιουρτάσια να;nothern
σ νάξ ότ είχιν απουμείν στς ντραματζάνις να μας πεί του παραμύθ μι του;nothern
μπιάγκαβου του λύκου κι ύστιρα κοιμούμασταν ;nothern
Μέστουν νουβουρό μας ακουλ τά μι τουν αναγκαίου ήταν η γκουρτσιά Τέτοιου;nothern
τρανό δέντρου δέν ήταν άλλου σ όλ ν Κόζιαν ιξόν απ τα τρία στουν ΆηΚουσταντίνου ένας τρανός μαναχός τ δέ μπουρούσιν να ν αγκαλιάσ ;nothern
Τα κλουνάρια τς απιρνούσαν τς Μπέντινας τ στινούρα κι έβγιναν ίσια μι ν;nothern
Ούρδινα κι του γκαλντιρίμ Απ ν άλλ τ μιρά απιρνούσαν ουπάν απ τα κιραμίδια;nothern
μας κι έριχναν γκόρτσα κι φύλλα ώς κι στα κιραμίδια απ του μπακάλ κου τ ;nothern
Μανώλ τ Δημουδιά ;nothern
Κάθι Αύγουστουν ύστιρ απ τς Παναΐας τίναζάμι τα γκόρτσα Του τίναγμα δέν;nothern
ήταν ντίπ εύκουλ δλειά Αδουκιούμι π απου ιτότι που καβαλίκιψα ν αυλή τς;nothern
Μπέντινας πάτσα ουπάν στς παφιλαίοι απ τουν αναγκαίου μας κι γραπατσώθκα;nothern
Γ Βανίδης;nothern
ουπάν στ γκουρτσιά για πρώτ φουρά ώσπου να φτάσου ν ανιβαίνου σ όλα τα;nothern
κλουνάρια τς για να τνάζου κι τα ψηλότιρα τα γκόρτσα απέρασαν τόσα χρόνια όσα;nothern
έκαμα απου ν πρώτ απ του δημουτικό ώς τ μέσ απ του γυμνάσιου ;nothern
Πάσα χρουνιά καθώς τράνιβα κατάφιρνα σιγά σιγά κι πατούσα ένα ένα όλα τα;nothern
κλουνάρια τς γκουρτσιάς Πρώτα τα χαμπιλά κι τα ίσια ύστιρα τα λουξά κι στουν;nothern
πάτου τα ψηλότιρα κι τα ουρθά ;nothern
Στ γκουρτσιά δέν ανέβινα μούνγκι τουν Αύγουστου Απ τα ιτότι π τα κατάφιρα;nothern
να γραπατσουθώ ουπανουθό τς για πρώτ φουρά γίνγκιν γιατιμένα κάτ σάν;nothern
καταφύγιου Πού μ έχανις πού μ ήβρισκις ουπάν στ γκουρτσιά ;nothern
Είχα ένα μέρους π τιντώνουμαν τα μισ μέρια Είχα άλλου μέρους π κάθουμαν;nothern
κι διάβαζα Είχα μέρους απ όπ κυνηγούσα τα σπουρλίτια μι τα ταν τστάρια Είχα;nothern
μέρους π κάθουμαν κι τηρούσα ποιός απιρνούσιν απ του γκαλντιρίμ ;nothern
Είχα ακόμα κι ένα κρυφό μέρους απ όπ τηρούσα κι δέν φαίνουμαν τ ;nothern
Φρουσίτα τ Κουσταντούλ όντας έφκιανιν ηλιουθιραπεία μι σιόρτ ουπάν σ ένα;nothern
σιδιρέινου κριβάτ π τούχιν ανιβάσ ου Κουσταντούλτς ουπάν στ σκιπή απου;nothern
λαμαρίνις στ αχούρ απούχιν η μάνα τ για τα γιλάδια ;nothern
Ουπάν στ γκουρτσιά ανέβινα πάλι όντας μι κυνηγούσιν η Στιριανή μι τ χλιάρα ;nothern
άμα έφκιανα καμιά μουζαβιριά κι δέ μπουρούσιν να μι φτάσ ;nothern
Ικεί ουπάν κρύβουμαν κι τς νύχτις όντας έπιζάμι τζιβουτό μι του Χαριλάκ τς;nothern
Τζάρινας τουν Νίκου τς Αθηναίας ν Καίτη τς Ούρδινας κι τ Λέν τ Γκατζιαρίνα ;nothern
Κάθι άνοιξ η γκουρτσιά μας χιουνίζουνταν Μουσκουβουλούσιν ου τόπους;nothern
αλόυρα κι βούιζαν οι μιλίσσις Ώσπου ναρθεί η Πασχαλιά τα γκόρτσα είχαν δέσ κι;nothern
είχαν γιουμώσ τα κλουνάρια φύλλα στρόγγυλα ;nothern
Όπους είπαμι κι παραπάν ύστιρα απ του Δικαπινταύγουστου ν τίναζάμι ;nothern
Ξικριμνούσαμι τς κουπάνις απ του μαϊριό έπιρνάμι δανκά καφάσια έκραζάμι κι τ ;nothern
γειτουνιά κι χιρνούσαμι του τίναγμα ;nothern
Ιγώ πρώτους κι καλύτιρους ψηλά τίναζα γιρά τα κλουνάρια κι καταής έβριχιν;nothern
γκόρτσα Οι ζιούλις έπιφταν εύκουλα αλλά ήταν κι καμόσα μουχόζ κα π δέν ήταν;nothern
ακόμα καλά φτασμένα κι ήχρηζιν να τα τνάζου μι τουν κλώστ Απου κάτ μάζουναν;nothern
κι έτρουγαν έτρουγαν κι μάζουναν ;nothern
Εδώ σημαίνει άνθιζε έβγαζε άσπρα λούδια άνθη ;nothern
Σι κανά δυό ώρις είχαν γιουμώσ τα καφάσια κι οι κουπάνις κι χιρνούσαμι του;nothern
μοίρασμα Κανά δυό καφάσια τα διάλιγάμι μι τουν Νίκου τς Αθηναίας κι τα;nothern
πλούσαμι στου Μανώλ τ Δημουδιά πέντι χιλιάδις του καφάσ παλιές χιλιάδις ;nothern
Όσα έπιφταν ουπάν στα κιραμίδια μας τα απαρατούσαμι κι σάπζαν ικεί ;nothern
ώσπου έρχουνταν κι τα μάζουνιν αντάμα μι τα φύλλα ου μάστιουρας π ξιανάσιρνιν;nothern
τα κιραμίδια ή τα κατέβαζιν καμιά γιρή σιαρσιάρου απ τς αστρέχις πρίν τσακώσν;nothern
τα κρύα κι τα χιόνια ;nothern
Κι έτσ μιτιαυτά κι μιτικείνα απιρνούσαν τα χρόνια έσουσα του γυμνάσιου κι χίρσα;nothern
να δλεύου στου Άζουτου Πού κιρός ν ανιβώ στ γκουρτσιά Όν τηλ μέρα ήμαν;nothern
στου ιργουστάσιου γυρνούσα του δειλνό ψόφιους κι αστουχούσα ώς κι τα μάτια μ ;nothern
να σ κώσου να ν ιδώ ψίχα Άφκι που τιλιφταία φουρά π ανέφκα μι κακουφάνγκιν ;nothern
γιατι τα καλούπια απ τς κουλώνις τ Τιάλ είχαν ανιβεί ψηλότιρα απ τ γκουρτσιά κι;nothern
δέ φαίνουνταν του Τζιαμί στ Γιτιά μι τς πιλικαναίοι νέ ου Έλυμπους σιαπέρα ;nothern
Άπ ν άλλ τ μιρά φαίνουνταν του Σιόπουτου Μα απτικεί τί να ιδείς Όλου τ φάνια;nothern
κι ντουρλάπια έρχουντι απ του Σιόπουτου ;nothern
Κι έτσια καθώς ν απαράτσα σιγά σιγά λές κι κατάλαβιν κι αυτήν απ δέ;nothern
χράζουνταν παραπάν Ικείνου του χ μώνα 1962 63 τα χιόνια ήταν κι πουλλά κι;nothern
βαρά Μιά κλουνάρα η χαμπιλή η ίσια π απιρνούσιν ουπάν απ του;nothern
χειμουνιάτ κου τουν νουντά μας τσακίσ κιν απ του βάρους πούχιν του χιόν κι;nothern
τσακίζουντας κιραμίδια γριντιές κι νταβάν σέφκιν βάχτ χ μώνα κιρό στουν;nothern
νουντά μας ;nothern
Ιέκραξάμι τς σπιτουνοικουκυραίοι να βρούν μάστιουραν να μας φκιάσ του;nothern
νταβάν κι αυτοί λές κι καρτιρούσαν ν ιφκιρία έστειλαν πρώτα δυό ξυλουκόπ μι;nothern
πριόνια κι τσικούρια κι έκουψαν τ γκουρτσιά απ τ ρίζα ;nothern
Έλιουσαν τα χιόνια ήρθιν η άνοιξ κι ου νουβουρός μας ήταν σά γκόλιαβους ;nothern
νέ γκουρτσιά νέ λούδια νέ φύλλα νέ ίσκιους νέ αέρας νέ σπουρλίτια νέ;nothern
δικουχτούρις νέ γκάλτσις νέ καντίπουτας ;nothern
Αναφέρεται στην καμινάδα ενός παλιού μύλου που έμοιαζε με μιναρέ ;nothern
Σ ουλίγουν κιρό έφυγάμι κι ιμείς νοίκιασάμι ένα κινούριου σπίτ στουν Λάζου;nothern
τουν Καλώτα στουν Άη Κουσταντίνου ;nothern
Του σπίτ απούχα γινθεί ρήμαξιν ου μπαχτσές κι ου νουβουρός σκιπάσ καν μι;nothern
τσουκνίδις κουλ τσίδις αγκάθια κι βρουμουξυλιές Σι καμόσα χρόνια του γκρέμσαν;nothern
κι τόφκιασαν πουλυκατοικία Η ρίζα τς γκουρτσιάς μας τα σαπίζ τώρα σιγά σιγά;nothern
κάτ απ τα μπάζα κι τα γκιρίζια ;nothern
Όντας απιρνώ καμιάφρας απτικεί δέν καταλαβαίνου πού είμι δέν έχ δέντρα;nothern
αλόυρα δέν έχ μπαχτσέδις Νέ του γκαλντιρίμ απόμνιν νέ τα πιζούλια για του;nothern
χουρατά νέ καντίπουτας Μούνγκι πουλυκατοικίις άσφαλτους μι τρύπις ;nothern
αυτουκίνητα πουλλά κι πλαστικές καρέκλις στα μπαλκόνια Κι κόσμους ξένους να;nothern
πιαλάει κι να μήν τηράει ου ένας τουν άλλουν γιατι είνι κιρός τώρα απ δέ;nothern
γνουρίζουντι συναμιταξύ τς ;nothern
Μι φαίνιτι απ τα ιτότι πόκουψαν τ γκουρτσιά μας χίρσαν όλ αυτάια Ή κάμου;nothern
αλάθουν γιατι έφυγα μακρά κι τα γλέπου έτσια τώρα ;nothern
 2 Γιατί έμαθα έμαθα τ αγγλικά κι όχ τα γιρμανικά;nothern
Αδουκιέστι ρα ντίπ ν παλιά τ Βιβλιουθήκ πούταν παπχάτ π του Δημαρχείου ;nothern
Τώρα τα πείτι κι σήμιρας παπχάτ είντην Μούλουνέτι ρα μήν κρέν τι γιατι καμόσ ;nothern
πουλιτικουποιημέν διανουούμιν τα χιρήσν ν αραδούν αναλουγίις κι μιταφουρές κι;nothern
συμβουλισμοί γιατί τάχατ λέμι η Βιβλιουθήκ παπχάτ π του Δημαρχείου κι Τί;nothern
ιννουείτι κι τέτοια Τιλιφταία ν έβαλαν σι όρουφουν στα παλιά τα χασαπλιά μα;nothern
μακρά Ιά ήταν κι είντην λέου παπχάτ κι μακρά μιά ζουή Κι αν δέν βρίσκουνταν;nothern
καμόσ Ντιλιαλήδις κι Σαμπανόπουλ τα τς είχιν καμαρώσ τς μασκαρέτις απου;nothern
νουρίς ;nothern
Σέβινις απου μιά μαύρ σιδιρόπουρτα ζιρβά απ τς κουλόνις πτου Δημαρχείου ;nothern
κατέβινις μιά μαρμαρέιν σκάλα κι έπιφτις ουπάν στα φουκάλια κι τα στ λιάρια απ ;nothern
τς σκουπιδιάρδις Διξά άντικρα κι ίσια ήταν η πόρτα απ τ βιβλιουθήκ Μέσα ου;nothern
διάδρουμους ήταν γιουμάτους μάρμαρα κασέλις κτιά στς τοίχ κριμασμένις;nothern
φουτουγραφίις απ τς πιθαμέν τς δημαρχαίοι κι τς δισπουτάδις κι τς ιβιργέτις ;nothern
Μέστ βιβλιουθήκ όπους σέβινις διξά σκυμμένους ου Ντιλιαλής ποιός άλλους ;nothern
μέσα σι τούμπις απου βιβλία κι χαρτιά λουιούντουλουιού Κάθουνταν στου ξυλέινου;nothern
του γραφείου τ κι όντας ακουτούσις να τουν κουντέψ σι ρουτούσιν πρώτα Τίνους;nothern
είσι ρα κι ύστιρα σ έδουνιν τουν τόμου απ τουν Πυρσό π τουν χάλιβις Είχιν;nothern
κι μιά αψιά μυρουδιά απου σαχνιασμένα βιβλία κι νότια χαρτιά αλόυρα ;nothern
Ικείνουν τουν κιρό είχιν φαγουθεί η μάνα μ η Στιριανή θός σ χουρέσ την να;nothern
πααίνου να γραφτώ στ αγγλικά Πώς ν ακόλ τσιν αυτό δέν του κατάλαβα ντίπ;nothern
ιτότι Μούνγκι άμα τράνιψα ύστιρα του κατάλαβα Δέ μ έφτανιν π δούλιβα τ ;nothern
απόγιμα στου Σίμου στ Δυτική Μακιδουνία αντάμα μι ν Αφρουδίτ του;nothern
Μάρκου τουν Νταϊρούσ κι τ Ρουσίδα ν Τσιουτσιούλα Ναστάζια ρώσ κα τ ;nothern
γυναίκα τ Σίμ που ν κουβάλτσιν απ τ Γιρμανία σην Κατουχή δέ μ έφτανιν;nothern
ακόμα π του βράδ ήμαν απουθηκάριους κι σην Πανδώρα αυτήν ντέ κι καλά να;nothern
γραφτώ στ αγγλικά Δέ ν έφτανιν του γυμνάσιου μούνγκι ήθιλιν κι αγγλικά ;nothern
Τούφιριν απτιδώ τούφιριν απτικεί πήραμι κι κάτ δανκές κι αγύρστις παράδις απ ;nothern
τ θειά μ τ Ζιώλια κι πήγα κι γράφκα ;nothern
Greek American Cultural Institute κι μι ν άδεια τς Αστυνουμίας Κάτ ξέρ ου;nothern
Μαχιρίτσας π λέει για τ γλώσσα Πού ν ακουτήεις ιτότι ας πούμι να φκιάεις ένα;nothern
 Ιλλινουρουσικό Ιπιμουρφουτικό Ινστιτούτου Ένα κι ένα τα βρίσκουσαν σν;nothern
Ασφάλεια παρακάτ π του Κιραμαριό Κι να σκιφτεί κάνας απ σιαπάν σι καμόσα;nothern
χουριά κόμα καρτιρούν να κατιβεί η Αρκούδα Ιφτυχώς χίρσαν οι Σιατσνοί να;nothern
πααίνν στ Ρουσία τώρα κι να πλούν τα παλτά τς ικεί κι θαρρούν τ αγρόσκυλα ;nothern
Ο συγγραφέας αναφέρεται στον στίχο Κόκαλα δεν έχει και κόκαλα τσακίζει του Μ Γκανά;nothern
στο τραγούδι Να δεις τι σούχω για μετά του οποίου τη μουσική έχει συνθέσει ο Λ ;nothern
Μαχαιρίτσας και ερμηνεύει μαζί με τον Β Παπακωνσταντίνου ;nothern
πούλιγιν κι ου Μπήτιας π η προυφητεία π τάχατ τα μας σώσ η Αρκούδα ;nothern
βγήκιν απ ν ανάπουδ σουστή ;nothern
Τέλους πάντουν ας απαρατήσουμι τ γκρίνια κι ας απουμείνουμι στα;nothern
γιγουνότα όπους λέει κι ου φίλους μ ου Κώτσιους ου Σίμηνας συνάδιρφους ;nothern
μέτοικους κι αυτός ;nothern
Ακουλ τά μι τ Μήλ του καφινείου κι ουπάν απ τ Μπουχάρα του;nothern
πιλουποιείουν ήταν του Ινστιτούτου Ανέβινις μιά στινή σκάλα κι ήσαν τυχιρός άμα;nothern
αντάμουνις καμιάν να κατιβαίν Πιράστι παρακαλώ κι τέτοια κι γένουνταν η;nothern
γνουριμία Τί γνουριμία δηλαδή Ιά κάθι φουρά π ν ήγλιπις στ βόλτα κνούσις ισύ;nothern
του κιφάλ κνούσιν κι αυτήν του θκό τς κι σώθκιν η δλιά Μπουρεί αυτό να;nothern
γένουνταν κι για χρόνια μπουρεί κι δέκα μπουρεί κι παραπάν μιάν ακόμα τ ;nothern
χιριτώ άμα ν ιδώ στ βόλτα καμιάφρας κι ας μήν ξέρου νέ του μκρό τς τ όνουμα ;nothern
Πάμι παρακάτ Καθηγήτρια στ αγγλικά είχαμι τ γυναίκα τ Τσιάμ τ δικηγόρ ;nothern
 Λέν ν ήλιγαν Απου μπαλκόνια κι τέτοια κι άλλα πρώτης τάξιους η δασκάλα;nothern
μας Τα πάινάμι κι μιά χαρά μιταξύ μας Τύπους κι υπουγραμμός ου θκός σ ;nothern
Μιά μιτιαυτήν κι μιά μι τ Μουμουζιάινα στου Δημουτικό Κι ουρθουγραφία κι;nothern
βουκέμπουλέρι κι γκράμαρ κι απ όλα Είχαμι κι ένα βιβλίου Dawson Family;nothern
τούλιγαν Κι ποιός δέν τ αδουκιέτι Ιμείς νέ είχαμι μαλακά παπούτσια για του;nothern
χ μώνα για τς χιουνίστρις νέ ήξιράμι άμα πάμι του βράδ στου σπίτ άμα είχιν φαΐ ;nothern
κι ήγλιπάμι αφνούς μι τα σ κλιά τς μι τς κούρσις τς μι τα μπέντρουμς τς μι τα;nothern
λίβιγκρούμς τς κι τα γιουμάτα τα ριφριτζιρέιτουρς τς κι μας έπιφναν τα σάλια ;nothern
Μπουρεί κι απ τα ιτότι να σέφκαν στου μπυαλό μας όλ αυτά κι αστόισαμι τα θκά;nothern
μας μιά μισχιά κι έναν νουντά είχαμι όλου κι όλου κι κοιμούμασταν όλ αντάμα κι;nothern
χίρσαμι να πιαλούμι πίσ απ τα καρότα π μας κνούσαν αμπρουστά μας ιτότι κι;nothern
πιαλούμι ακόμα Κι ακόμα να τα φτάσουμι ;nothern
Στ μέσ απ τ χρουνιά έφυγιν η κυρα Λέν να γιννήσ Μας φέρνν απ λέτι μιάν;nothern
απ τ Σαλουνίκ αντικαταστάτρια Ήταν δέν ήταν είκουσ πέντι χρόνια Ήταν κι;nothern
πουλύ όμουρφ Σέβινιν σην τάξ πού να φκιάσ μάθημα ν είχαμι πάρ τουν αέρα ;nothern
Ικεί απ λέτι απ γένουνταν αυτά μας βάν ένα τεστ κλούρ ου θκός σ Μ ;nothern
ήρθιν ντουβουρλίνγκα Τουν έλιγχου ήχριζιν να τουν υπουγράψ η Στιριανή Πώς;nothern
Εννοεί γυναικεία μπαλκόνια ;nothern
πααίνν όμους έλιγχουν μι κλούρ Ώς τα ιτότι όλου 19 κι 20 μ έβανιν η Τσιάμινα ;nothern
Τόκλουσα πτιδώ τόκλουσα πτικεί πααίνου στ μάνα μ κι τ λέου ;nothern
 Μάκα τα πααίνου να μάθου γιρμανικά ;nothern
 Τί λές πιδάκι μ Σιούρτσις Στ μέσ απ τ χρουνιά τ αλλάξ γλώσσα ;nothern
 Ναί μα γύρσιν ου Βασιλάκ ς τ Φόρη απ τ Γιρμανία κι φκιάν γιρμανικά σι;nothern
όσ νους θέλν στ Βιβλιουθήκ κι τζιάμπα μάλιστας ;nothern
Πέ αυτήν πέ ιγώ στουν πάτου ν κατάφιρα κάτ μι τς Αμιρικάν π δέ μας;nothern
χουνέβν κι χουνέβν τς Τούρκ κάτ απ ιγώ χαλεύου να πααίνου στ Γιρμανία να;nothern
σπουδάσου μουσική ακόμα πααίνου απόμνα μι του εισιτήριου τ Γκαβανά κι ν;nothern
άδεια τ Μιχαηλίδη στου χέρ μιάν κι δυό πααίνου κι γράφουμι στ Βιβλιουθήκ ;nothern
 Ίχ μπίν ντού μπίστ ντάζ ίστ χιρνάει ου Φόρης να κανουναρχάει κόκαλου;nothern
ιγώ Είχιν γυρίσ φρέσ κους φρέσ κους απ του Μούνχιν κι δέν πρόφτινις νέ ν ;nothern
ακούεις τί ήλιγιν νέ σημειώεις να κρατήεις νέ καντίπουτα Ξέρς τί είνι νάχς του;nothern
προυί τουν Ευαγγελίδη στ αρχαία Δαρείου και Παρυσάτιδος κι τέτοια κι του;nothern
βράδ του Φόρη να σι λέει Φαστέν ζι κι αλλιώτ κα Είχιν χιρήσ κι του τμήμα;nothern
νουρίτιρα απ γράφκα ιγώ ήταν κι κάτ τρανύτιαρ π χαμπάρζαν ουλίγα γιρμανικά ;nothern
κι ιγώ απ τ δεύτιαρ τ φουρά χίρσα να φκιάνου πρόβα πώς τα πώ τ Στιριανή;nothern
απόκαμα αλάθουν δέν άξιζαν τα γιρμανικά σάν τ αγγλικά κι τέτοια ;nothern
 Δέν τα πααίν τς κάμπουθινά βιρβέρξιν η Στιριανή Να παλουκουθείς ικεί;nothern
πούσι κι μή σι ακούσου απ θέλτς να πααίν τς ξανά στου Ινστιτούτου Χάθκις ;nothern
Άιντι τώρα ισύ να σ ιδώ τί φκιάν τς Τσακώνου του Μπήτια ένα βράδ π ;nothern
γύρσιν απ τουν Κουτσιμάν ψίχα βαριμένους κι τουν λέου ;nothern
 Μπάκα ου Φόρης μας είπιν απούμιστι μκροί ακόμα για τα γιρμανικά έχν;nothern
δύσκουλ γραμματική κι συντακτικό κι χράζ καλύτιρα να πααίνου ξανά στ αγγλικά ;nothern
 Γιατί μι λέει αυτός Πότι τα σταμάτσις τ αγγλικά ;nothern
Άιντι τώρα ισύ να συννουηθείς Τουν λέου ξανά τα ίδια τουν ξαναλέου ακούει;nothern
κι η Στιριανή του διάλουγου κι μι χιρνάει ;nothern
 Τάμαθα ιγώ προυκουμμένι γιατί ήθιλις να πααίν τς στα γιρμανικά Μι τάπιν η;nothern
Χρυσούλα για του κλούρ π σ έβαλιν η κινούρια η Χρυσούλα ήταν φιλινάδα τς;nothern
αξαδέρφης μ τς Κικίτσας κι ήταν γραμματέας στου Ινστιτούτου Τί θάρσιτι ;nothern
Εδώ σημαίνει φώναξε συνήθως έσκουξιν στα κοζανίτικα ;nothern
ιπειδής είνι μκρή δέ μπουρεί να σας φκιάσ ζάφτ Καλά σ έκαμιν Άμα θέλτς ξανά ;nothern
φκιάσι τουν πέτνου ;nothern
Ιμένα τί μ ήθιλις είχα κατιβάσ ν τούντζα καταής χίρσα να μουτσιαλνώ κι κάτ ;nothern
απ τάχατ ήταν άγνουστου του κείμινου απ μας έβαλιν γραμματική απου;nothern
παρακάτ κι τέτοια Πού να τα καταπιεί η Στιριανή αυτά Μιά ζουή μι του μέρους;nothern
απ τς δασκάλ ήταν ;nothern
Νάν τηλ μέρα πααίν στου Φόρη κάθουνταν στου στινό πίσου απ τ ;nothern
