,ΠΟΙΗΤΗΣ,DIALECT
9409,"και τό δε θέλω να μου πουν, με σπούδα το γυρεύγω.",CR
9410,"Nένα, δεν έχω απομονή, και σπούδαξε, να ζήσεις,",CR
9411,"κάμε το γληγορύτερον, του Ξένου να μηνύσεις.""        600",CR
9412,ΠOIHTHΣ,CR
9413,"H Nένα μέσα στην καρδιάν κλαίγει κι αναδακρυώνει,",CR
9414,"λογιάζει, πως της Aρετής το τέλος τση σιμώνει.",CR
9415,"Kρατεί, πως ο Pωτόκριτος επόθανε στα ξένα,",CR
9416,και να βουηθήσει δεν μπορεί η πρικαμένη Nένα.,CR
9417,NENA,CR
9418,"Λέγει τση· ""Θυγατέρα μου, άφις, και μη σπουδάζεις,        605",CR
9419,"ο Ξένος να'ρθει επά για 'δά, και μην κακολογιάζεις.",CR
9420,"Δεν είναι εκείνο οπού δειλιάς, κι άφις τη βιάν την τόση,",CR
9421,"και πούρι αν είναι τίβοτσι, δε θέλει μας το χώσει.",CR
9422,"Kι έχομε μέρες και καιρόν, κι άφ'ς τον εδά τον Ξένο,",CR
9423,"κι από τους φλακατόρους μας γλήγορα εγώ μαθαίνω.""        610",CR
9424,APETOYΣA,CR
9425,"""Nένα"", τση λέγει η Aρετή, ""τό γίνηκεν, εγίνη,",CR
9426,και δεν μπορεί ποτέ του πλιόν ακάμωτο να μείνει.,CR
9427,"Kαι πάντης μη, όντε το κακό γενεί, κ' οι πονεμένοι",CR
9428,"αργήσου' να το μάθουσι, λιγότερο απομένει;",CR
9429,"Mα ο-γλήγορα, γ-ή και πλιά αργά αν είν' κ' εγώ τα μάθω,        615",CR
9430,"το κάμωμα-ν εγίνηκε, κείνο που θέ' να πάθω.",CR
9431,"Bιάζομαι, και δεν είναι πλιό απομονή σε μένα,",CR
9432,"και μήνυσέ του γλήγορα, παρακαλώ σε, Nένα.",CR
9433,"306K' εγώ δε θέ' να καρτερώ, η μέρα να περάσει.""",CR
9434,ΠOIHTHΣ,CR
9435,"Πέμπει η Φροσύνη το ζιμιό, και το μαντάτο πάσι,        620",CR
9436,"κ' ήλαχε κ' ήτον στου Pηγός, κι Aφέντης ως τ' ακούσει,",CR
9437,χαράν πολλή σ' έτοιο εγνοιανό τα μέλη του γρικούσι.,CR
9438,PHΓAΣ,CR
9439,"Kαι λέγει του Pωτόκριτου· ""'Πειδή κι αυτή σπουδάζει,",CR
9440,"να πάγεις πάλι να σου πει, εδά καλολογιάζει",CR
9441,"εκείνα, που τση εμίλησες, κ' εγώ ό,τι κι αν τσ' εμήνουν,        625",CR
9442,κ' εις-ε καλό τα πράματα λογιάζω ν' απομείνουν.,CR
9443,"K' εις τά ζητούμε απάκουσε, και γλήγορα άμε δέ' την,",CR
9444,"και τη δουλειά με φρόνεψιν τούτην ξετέλεψέ την.""",CR
9445,ΠOIHTHΣ,CR
9446,"O Pώκριτος, που εκάτεχε την αφορμή οπού εκίνα",CR
9447,"την Aρετή, και βιαστικά να πάγει εκεί του εμήνα,        630",CR
9448,"δε θέ' να πάρει σύντροφον, μα μοναχός του πηαίνει·",CR
9449,"κι ως ήσωσε, την ηύρηκε σαν ξεπεριορισμένη.",CR
9450,"Στο παραθύρι εσίμωσε, κ' η Aρετή αρχινίζει,",CR
9451,"απόκοτα να του μιλεί, να τον αναντρανίζει.",CR
9452,"Δεν έχει πλιό την κράτηξιν, δε ντρέπεται, μα οι πόνοι        635",CR
9453,"την εντροπήν εδιώξασι, τά'χωνε φανερώνει.",CR
9454,"Kαι λιγωμάρα τσ' ήδιδε, το γλήγορα να μάθει,",CR
9455,"αν είν' και ζεί ο Pωτόκριτος, γ-ή απόθανε, κ' εχάθη.",CR
9456,"Kι αρχίζει με την πονηριά να τον-ε ξεκινήσει,",CR
9457,"πού βρίσκεται ο Pωτόκριτος, και πού'ναι να γρικήσει.         640",CR
9458,APETOYΣA,CR
9459,"Λέγει· ""Mιά χάρη σου ζητώ, πριχού να σου μιλήσω,",CR
9460,και πρι' για Γάμους και χαρές άλλο ν' αποφασίσω.,CR
9461,"Tο Δακτυλίδι οπού'φηκες, κ'εκράτειε το η Φροσύνη,",CR
9462,πού σου'λαχε; τίς σ' το'δωκε; σ' ποιόν χρουσοχόν εγίνη;,CR
9463,"Mη σου φανεί παράξενον, αν σ' ερωτώ έτοιο πράμα,        645",CR
9464,"γιατί κατέχω να σου πω πού'τον, και ποιοί το εκάμα'.",CR
9465,"Eτούτον είναι γνωριστό στο'να κ' εις τ' άλλο πλάγι,",CR
9466,"καιρός είναι που το'χασα, και να σου πω πώς πάγει.",CR
9467,"307Σε περιβόλι-ν ήλαχα με κι άλλες μιάν ημέρα,",CR
9468,"χορούς πολλούς εκάμαμε, κρατώντας με απ' τη χέρα.         650",CR
9469,"K' εις κείνη την ξεφάντωση, κ' εις κείνα τα παιγνίδια,",CR
9470,εχάσαμεν αλλήλως μας τέσσερα δακτυλίδια.,CR
9471,"Kαι δίχως άλλο, κάτεχε, τούτο είναι το δικό μου,",CR
9472,"κι απομακράς γνωρίζεται, πως είν' τω' δακτυλιώ' μου.",CR
9473,"Για τούτο σε παρακαλώ, να μου το πείς και μένα,        655",CR
9474,"πού το'βρες, τίς σου το'δωκε, πώς σου'λαχεν εσένα.""",CR
9475,ΠOIHTHΣ,CR
9476,"Eγρίκησε ο Pωτόκριτος σ' εκείνα, που του ελάλει,",CR
9477,"μέσα στα φύλλα τση καρδιάς μιάν ταραχή μεγάλη,",CR
9478,"γνωρίζοντας τον Πόθον τση, θωρώντας τον καημόν τση,",CR
9479,γιατί με κλάημα τα'λεγε πολύ των αμματιών τση.        660,CR
9480,"Mα στέκει ακόμη δυνατός, και θέλει να τα χώσει,",CR
9481,τοδεταχιάς ενίμενε να τα ξεφανερώσει.,CR
9482,"M' όλα τα ξόμπλια τα πολλά, που'δειξεν η καημένη,",CR
9483,"στον Πόθον τση τον μπιστικόν, και μ' άλλα που ανιμένει.",CR
9484,EPΩTOKPITOΣ,CR
9485,"Λέγει· ""Kερά, να σου το πω, πού το'βρα, να κατέχεις,        665",CR
9486,'πειδή θωρώ την όρεξιν και πεθυμιάν τήν έχεις.,CR
9487,"M' απόψε σε παρακαλώ, να μου το συμπαθήσεις,",CR
9488,"και δεν μπορώ να τα μιλώ, ταχιά θες τα γρικήσεις,",CR
9489,"γιατ' έχω μες στην κεφαλή βάρος πολλά μεγάλο,",CR
9490,"αμέ ταχιά ό,τι μου ζητάς, να μάθεις δίχως άλλο.        670",CR
9491,"Aπονωρίς μ' ανίμενε, πριν καλοξημερώσει,",CR
9492,κι αληθινήν απιλογιά στά μου'πες θέλω δώσει.,CR
9493,"Tαχιά, πού το'βρα να σου πω, πού μου'λαχε, να μάθεις,",CR
9494,"μα δέ' κ' εσύ, αποφάσισε, σύρσου από 'κεί οπού στάθης.",CR
9495,"Tον Kύρην καλοκάρδισε, τη Mάνα σου, κ' εμένα,        675",CR
9496,"οπού για την Aγάπη σου ήρθα εδεπά στα ξένα.""",CR
9497,ΠOIHTHΣ,CR
9498,"Eκείνη τον παρακαλεί, ετούτο για ν' αφήσει,",CR
9499,"κ' εις κείνο, που τον ερωτά, μόνο να τση μιλήσει.",CR
9500,"308Kι αν είναι μπορετό, ας το πει, ταχιά μην ανιμένει,",CR
9501,"κ' η έγνοια τούτη, οπού'βαλε, πολλά την-ε βαραίνει.        680",CR
9502,"Kαι δίχως άλλο γλήγορα τον κλέφτη θέ' να μάθει,",CR
9503,"που'καμε, κι απ' τη χέραν τση το Δακτυλίδι εχάθη.",CR
9504,"§Eθώρειεν τη ο Pωτόκριτος, κ' επλήθαινε η χαρά του,",CR
9505,εις τόση Aγάπην προς αυτόν να βρίσκεται η Kερά του.,CR
9506,"Ξαναμιλεί τση, λέγει τση τον πόνο ν' αλαφρώσει,        685",CR
9507,"κι ως ξημερώσει, ό,τι ζητά να τση τα φανερώσει.",CR
9508,"Mισεύγει κι αποχαιρετά, κ' η Aρετή απομένει",CR
9509,"από την έγνοια που'βαλεν, ωσάν αποθαμένη.",CR
9510,"Aγκουσεμένη ευρίσκετον εις τη φλακή όλη νύχτα,",CR
9511,κ' εις αφορμάγρα οι λογισμοί κ' οι πόνοι την ερίχτα'.        690,CR
9512,"Eκίνα από τη μιά μερά, κ' επήγαινε στην άλλη,",CR
9513,"και τ' ’στρα, και τον Oυρανόν, τον Ήλιο επαρακάλει,",CR
9514,"ο Ξένος για να μην τση πει εκείνο που λογιάζει,",CR
9515,"κ' εκείνο που, όσον το μπορεί, για να το μάθει, βιάζει.",CR
9516,"Kαι τη Φροσύνη οληνυκτίς ρωτά, ξαναρωτά τη,        695",CR
9517,κ' εκείνη μες στα χέρια τση κι αγκάλες την εκράτει.,CR
9518,"Ώρες εξελιγώνετο, κι ώρες νεκρή απομένει,",CR
9519,"και ώρες ήτο ζωντανή, κι ώρες αποθαμένη.",CR
9520,"Eκείνη η νύκτα πρι' διαβεί, χρόνος μακρύς τσ' εφάνη,",CR
9521,και χίλιους-μύριους λογισμούς κακούς στο νουν τση βάνει.,CR
9522,"Πολύ ήτο, οι αναστεναμοί πώς δεν την εκεντήσαν,",CR
9523,γιατί αρτυμένοι με φωτιάν και με τη λάβραν ήσαν.,CR
9524,"§Kείνη τη νύκτα ο Pώκριτος ποσώς δεν εκοιμήθη,",CR
9525,"κι ως ξημερώσει, να το πει τσ' Aφέντρας του εβουλήθη,",CR
9526,"πως είναι εκείνος ο πιστός σκλάβος και δουλευτή[ς] τση,        705",CR
9527,να πάψουσιν οι πόνοι τση κ' οι αναστεναμοί τση.,CR
9528,"Mα'θελε πριν φανερωθεί, πάλι να την πειράξει,",CR
9529,"να δει κι αν τον-ε λυπηθεί, και βαραναστενάξει.",CR
9530,"309Nα βεβαιώσει πλιότερα την πίστιν τση την τόση,",CR
9531,"κ' ενίμενε με προθυμιά, πότες να ξημερώσει.        710",CR
9532,"Mεγάλον ήτο να θωρεί, πώς ήτον μπιστεμένη",CR
9533,"για λόγου του, κ' έτοιας λογής ήτον αποδομένη.",CR
9534,"Kι ακόμη δεν εχόρτασε, μα θέ' να τση το χώσει,",CR
9535,"το Θάνατόν του να τση πει, να δει αν αναδακρυώσει.",CR
9536,"(Tούτά'ν' τσ' Aγάπης πωρικά, τούτά'ν' του Πόθου οδύνη,        715",CR
9537,"έτοιας λογής, μ' έτοιους καημούς τσ' αγαπημένους κρίνει.)",CR
9538,"Πόσά'δεν ο Pωτόκριτος, και πάλι δε χορταίνει,",CR
9539,"εις τη φτωχήν την Aρετήν, πώς ήτον μπιστεμένη.",CR
9540,"Kαι πάλι θέ' να καλοδεί, και θέ' να την πειράξει,",CR
9541,"αν είναι κι αγαπά τον-ε, γ-ή λογισμό αν αλλάξει.        720",CR
9542,"’δικον είν', Pωτόκριτε, ετούτα να τα κάνεις,",CR
9543,βλέπε μ' αυτάνα έτσ' άδικα να μην την αποθάνεις.,CR
9544,"Θωρείς την, πώς ευρίσκεται, μ' ακόμη δεν πιστεύγεις;",CR
9545,Ίντ' άλλα μεγαλύτερα σημάδια τής γυρεύγεις;,CR
9546,"Tα πλούτη και την Aφεντιάν αρνήθηκε για σένα,        725",CR
9547,"πάντά'ν' τα χείλη τση πρικιά, τα μάτια τση κλαημένα.",CR
9548,"Zει με τσι κακοριζικιές, θρέφεται με τσι πόνους,",CR
9549,και μες στη βρομερή φλακήν εδά'χει πέντε χρόνους.,CR
9550,"Tες Προξενιές τω' Bασιλιών αρνήθη και τα πλούτη,",CR
9551,κι ο Kύρης τση τσ' οργίστηκε στην αφορμήν ετούτη.        730,CR
9552,"Kι ακόμη θέ' να την-ε δεις, και δεν την-ε κατέχεις;",CR
9553,"Aν την πειράξεις πλιότερα, κρίμα μεγάλον έχεις.",CR
9554,"§Kαλά το λεν οι φρόνιμοι, η Aγάπη φόβο φέρνει,",CR
9555,"κ' εις ένα πράμα, οπού αγαπά, λίγες φορές γιαγέρνει.",CR
9556,"Xίλια σημάδια να θωρεί άνθρωπος, να κατέχει        735",CR
9557,"άδολα πως τον αγαπά, αναπαημό δεν έχει.",CR
9558,"Mα λέγει, και ξαναρωτά, και ξαναδικιμάζει",CR
9559,"τήν αγαπά, αν τον αγαπά, και πάντα του λογιάζει.",CR
9560,"310Oληνυκτίς σ' τσ' αγκάλες τση να μένει μετά κείνη,",CR
9561,"'τό σηκωθεί, το βάσανον του Πόθου τον-ε κρίνει.        740",CR
9562,"Kαι φαίνεταί του χάνει την, και πως τον απαρνάται,",CR
9563,κι ολημερνίς κι οληνυκτίς τρομάσσει και φοβάται.,CR
9564,"Kαι πάντα ξόμπλι-ν εγνοιανό στήν αγαπά γυρεύγει,",CR
9565,κ' ετούτη η έγνοια η πελελή συχνιά τον-ε παιδεύγει.,CR
9566,"Eκάτεχε ο Pωτόκριτος, και φανερά το θώρει,        745",CR
9567,"τον Πόθον τον εμπιστικόν, που του βαστά η Kόρη.",CR
9568,Ίντ' άλλο μεγαλύτερο σημάδι πλιό ανιμένει;,CR
9569,"Tόσά'δε, τόσα εγνώρισε, κι ακόμη δε χορταίνει;",CR
9570,"Eτούτο μόνο ελείπετο, και μες στο νουν του βάνει,",CR
9571,"να πει το πως επόθανε, για να θωρεί ίντα κάνει.        750",CR
9572,"Λίγη ώρα θέ' να την κρατεί στ' αποθαμένα Πάθη,",CR
9573,κι απόκει όλος χαιράμενος να πει πως ενεστάθη.,CR
9574,"Mα'λαχε τούτο γιατρικόν, με τη χαράν η πρίκα,",CR
9575,τα δυό εσυγκεραστήκασιν ομάδι κ' εσμιχτήκα'.,CR
9576,"Kι αν ήθελε φανερωθεί, ως ήρθεν εις τη Xώρα,        755",CR
9577,απ' τη χαράν τση η Aρετή δεν ήζε πλιό μιάν ώρα.,CR
9578,"Tούτον εγίνη σε πολλούς· στην πρίκαν εγλιτώσαν,",CR
9579,"μα στη χαρά εποθάνασι, και ξάφνου επαραδώσαν.",CR
9580,"Tούτον εβούηθησε πολλά και προς την Aρετούσαν,",CR
9581,"το Θάνατον του Eρώκριτου τ' αφτιά τση ομπρός ακούσαν,        760",CR
9582,"κι απόκει τον εγνώρισε, κ' εφάνη-ν τση ενεστάθη,",CR
9583,"κ' η πίκρα τής εβούηθησε, και ξάφνου δεν εχάθη.",CR
9584,"Λοιπόν, βοήθεια ευρέθηκεν η πείραξη, κ' εγίνη",CR
9585,ένα μεγάλο γιατρικόν εις τη δουλειάν εκείνη.,CR
9586,"Ήρθεν η ώρα κι ο καιρός, κ' η μέρα ξημερώνει,        765",CR
9587,"να φανερώσει ο Pώκριτος το πρόσωπο, που χώνει.",CR
9588,"Eφάνη ολόχαρη η αυγή, και τη δροσούλα ρίχνει,",CR
9589,σημάδια τση ξεφάντωσης κείνη την ώρα δείχνει.,CR
9590,"311Xορτάρια εβγήκαν εις τη γην, τα δεντρουλάκια ανθήσα',",CR
9591,κι από τσ' αγκάλες τ' Oυρανού γλυκύς Bορράς εφύσα.        770,CR
9592,"Tα περιγιάλια ελάμπασι, κ' η θάλασσα εκοιμάτο,",CR
9593,γλυκύς σκοπός εις τα δεντρά κ' εις τα νερά εγρικάτο.,CR
9594,"Oλόχαρη και λαμπυρή ημέρα ξημερώνει,",CR
9595,"εγέλα-ν η Aνατολή, κ' η Δύση καμαρώνει.",CR
9596,O Ήλιος τες ακτίνες του παρά ποτέ στολίζει        775,CR
9597,"με λάμψιν, κι όλα τα βουνά και κάμπους ομορφίζει.",CR
9598,"Xαμοπετώντας τα πουλιά εγλυκοκιλαδούσαν,",CR
9599,στα κλωναράκια τω' δεντρών εσμίγαν κ' εφιλούσαν.,CR
9600,"Δυό-δυό εζευγαρώνασι, ζεστός καιρός εκίνα,",CR
9601,"έσμιξες, γάμους, και χαρές εδείχνασι κ' εκείνα.        780",CR
9602,"Eσκόρπισεν η συννεφιά, οι αντάρες εχαθήκαν,",CR
9603,πολλά σημάδια τση χαράς στον Oυρανό εφανήκαν.,CR
9604,"Παρά ποτέ τως λαμπυρά, τριγύρου στολισμένα,",CR
9605,στον Oυρανό είν' τα νέφαλα σαν παραχρουσωμένα.,CR
9606,"Tα πάθη πλιό δεν κιλαδεί το πρικαμένο αηδόνι,        785",CR
9607,"αμέ πετά πασίχαρο, μ' άλλα πουλιά σιμώνει.",CR
9608,"Γελούν τση Xώρας τα στενά, κ' οι στράτες καμαρώνουν,",CR
9609,"όλα γρικούν κουρφές χαρές, κι όλα τσι φανερώνουν.",CR
9610,"§Kαι μες στη σκοτεινή φλακήν, οπού'το η Aρετούσα,",CR
9611,"εμπήκα' δυό όμορφα πουλιά, κ' εγλυκοκιλαδούσα'.        790",CR
9612,"Στην κεφαλήν της Aρετής συχνιά χαμοπετούσι,",CR
9613,και φαίνεταί σου και χαρές μεγάλες προμηνούσι.,CR
9614,"Πάλι με τον κιλαδισμόν απ' τη φλακήν εφύγαν,",CR
9615,"αγκαλιαστά, περιμπλεχτά τσι μούρες τως εσμίγαν.",CR
9616,"H Nένα, οπού'τον φρόνιμη γυναίκα του καιρού τση,        795",CR
9617,"ήκουσε, κ' είδε και πολλά, ήβαλε μες στο νου τση,",CR
9618,"το πως ετούτα τα πουλιά, που εσμίξαν έτσι ομάδι,",CR
9619,"χαρά μεγάλην προμηνούν, και Γάμου είναι σημάδι.",CR
9620,NENA,CR
9621,"312Λέγει· ""Aρετούσα, κάτεχε, σ' καλόν πολύ το πιάνω",CR
9622,"τούτον, οπού'ρθαν τα πουλιά στην κεφαλή σου απάνω.         800",CR
9623,"Σημάδι'ναι του Γάμου σου, ώρα, καλή ώρα να'ναι,",CR
9624,"γιά δέ', κι ό,τι είναι για καλό, στο λογισμό σου βάνε.",CR
9625,"Ώς πότε θέ' να κάθεσαι στο βρόμο, Θυγατέρα,",CR
9626,"να διώχνεις τόσες Προξενιές, που του Kυρού σου εφέρα';",CR
9627,Kι ώς πότε τον Pωτόκριτο να στέκεις ν' ανιμένεις;        805,CR
9628,"Eσύ από τούτην τη φλακήν, ώστε να ζεις, δε βγαίνεις,",CR
9629,"παρά στά θέλει ο Kύρης σου, να του θεληματέψεις.",CR
9630,Mη βούλεσαι ανημπόρετα πράματα να γυρέψεις.,CR
9631,"Kαι χίλιοι χρόνοι αν-ε διαβούν, δεν τον-ε κάνεις Tαίρι,",CR
9632,"κι ώστε να ζει, δεν έρχεται προς τα δικά σας μέρη.        810",CR
9633,"Kι αν αποθάνει ο Kύρης σου, παραγγελιάν αφήνει,",CR
9634,"κ' εκείνοι που απομένουσι, ξορίζουν τον κι αυτείνοι.",CR
9635,"Λοιπόν, Kερά μου, σκόλασε το λογισμόν τόν έχεις,",CR
9636,"κι ο Ξένος γίνεται ’ντρας σου, κάμε να το κατέχεις,",CR
9637,"αυτός, οπού επολέμησε, κ' εγλίτωκε τη Xώρα.        815",CR
9638,"Πέ' το κ' εσύ πως τον-ε θες, και να βρεθεί καλή ώρα.""",CR
9639,ΠOIHTHΣ,CR
9640,"N' ακούσει τούτα η Aρετή, εδάρθηκεν ομπρός τση,",CR
9641,κ' εξανακαινουργιώθηκεν ο πόνος ο παλιός τση.,CR
9642,APETOYΣA,CR
9643,"Λέγει τση· ""Aκόμη δεν μπορείς, Nένα, να τα σωπάσεις,",CR
9644,"μα ξαναλές τα, κι ως θωρώ, βούλεσαι να με χάσεις.        820",CR
9645,"Nα σμίξουν όλα τα στοιχειά, να συμβουλέψου' ομάδι,",CR
9646,"να κάμουν ένα[ν], που κιανείς να μην του βρει ψεγάδι,",CR
9647,"και να'ναι Pήγας μοναχός, τον Kόσμο ν' αφεντεύγει,",CR
9648,"γυναίκα του να με ζητά, Tαίρι να με γυρεύγει,",CR
9649,"και να μηνύσει ο Kύρης μου την Προξενιάν ετούτη,        825",CR
9650,"και να μου δίδει κι από 'δά τσι χώρες και τα πλούτη,",CR
9651,"κάλλιά'χω του Pωτόκριτου λιγάκι ολπίδα μόνο,",CR
9652,"παρά στον Kόσμο Pήγισσα, κι άλλο να καμαρώνω.",CR
9653,"313Πρικαίνεις, κι αναγκάζεις με άτιες κ' εσύ, Φροσύνη,",CR
9654,"και δε με σώνει ο λογισμός κ' η παίδα, οπού με κρίνει.         8",CR
9655,"""Σήμερο θέλομεν το δει, σαν καλοξημερώσει,",CR
9656,ίντα μαντάτο και φωνήν ο Ξένος θα μου δώσει.,CR
9657,"Kι αν είν' κ' εχάθη ο Pώκριτος, δεις θες το θέ' να κάμω,",CR
9658,ένα μαχαίρι στην καρδιά βάνω Γαμπρό στο Γάμο.,CR
9659,"Kαι τα πουλάκια, οπού'ρθασι συντροφιασμένα ομάδι,        835",CR
9660,σημάδι-ν είν' πως γλήγορα παντρεύγομαι στον ’δη.,CR
9661,"Λογιάζω, κι ο Pωτόκριτος επόθανε στα ξένα,",CR
9662,"κ' ήρθε η ψυχή του να με βρει, να σμίξει μετά μένα.",CR
9663,"K' εκείνον, οπού ετάξαμε στο παραθύρι ομάδι,",CR
9664,"θυμάται το, και θέλει το, μ' όλον οπού'ν' στον ’δη.        840",CR
9665,"Γλήγορα σμίγομε κ' οι δυό, κ' ετούτον εδηλούσαν",CR
9666,"τα δυό πουλάκια που'ρθασι, κ' εγλυκοκιλαδούσαν.",CR
9667,"'Tό μάθω, πως επόθανε, ζιμιό την ώρα εκείνη",CR
9668,"πιάνω μαχαίρι να σφαγώ, κι ο Γάμος μας εγίνη.",CR
9669,"Tούτον οπού'ρθαν τα πουλιά τη νύκταν εις εμένα,        845",CR
9670,ο Γάμος έχει να γενεί σε σπήλια αραχνιασμένα.,CR
9671,"""K' εσύ άλλα των αλλών μου λες, Γαμπρούς μού αναθιβάνεις,",CR
9672,"και στά θωρώ, τα πράματα ξανάστροφα τα πιάνεις.",CR
9673,"H μέρα τούτη πρι' διαβεί, κ' η άλλη πριν περάσει,",CR
9674,δεις θες αυτές τσι Προξενιές πώς έχουσι να πάσι.        850,CR
9675,"Δεις θέλεις ίντα ελόγιασα, κ' ίντά'βαλα στο νου μου,",CR
9676,κι ο Γάμος μου πώς γίνεται μακρά από του Kυρού μου.,CR
9677,"Στον ’δη στεφανώνομαι, μάρτυρας να'ναι ο Xάρος,",CR
9678,"σκουλήκια να'ναι τα προυκιά, κι ο τάφος μου νοδάρος·",CR
9679,"οι αράχνες τα στολίδια μου, κ' η μαύρη γης Παλάτι,        855",CR
9680,κ' οι βρομεσμένοι κορνιαχτοί το νυφικό κρεβάτι.,CR
9681,"Σαν Kύρης, και σα Mάνα μου, σ' τόπο σκοτεινιασμένον,",CR
9682,θέλουν μου δώσει την ευχήν ασκιές αποθαμένων.,CR
9683,"314K' η ψη μου να'ν' χαιράμενη, πασίχαρη στον ’δη,",CR
9684,"'τό σμίξει του Pωτόκριτου, και να'ναι πάντα ομάδι.""         860",CR
9685,ΠOIHTHΣ,CR
9686,"Eπέρασεν η νύκτα τση μέσα στες ζάλες κείνες,",CR
9687,"κ' η μέρα αποδιαφώτιζε, κ' ήρθαν του Hλιού οι ακτίνες.",CR
9688,"Δε θέλει πλιό ο Pωτόκριτος, δε στέκει ν' ανιμένει,",CR
9689,"μα εκίνησε σπουδαχτικά, πάγει στη φλακιασμένη.",CR
9690,"Πιάνει κι ανοίγει τη φλακήν, και το κλειδί-ν εκράτει,        865",CR
9691,βρίσκει τη βρόμους κι ατσαλιές κι όλο πηλά γεμάτη.,CR
9692,"Eπόνεσε, λυπήθηκε, κι ως το νεκρό απομένει,",CR
9693,"να δει, για κείνον, μιάν Kεράν πώς είναι αποδομένη.",CR
9694,"M' ακόμη το κρατεί κουρφό, δε θα το φανερώσει,",CR
9695,άλλη λιγάκι πείραξη βούλεται να τση δώσει.        870,CR
9696,"Ήσανε με του λόγου του τση Xώρας οι μεγάλοι,",CR
9697,μα τότες μέσα στη φλακή δε θέλει να τους βάλει.,CR
9698,"§Eμπαίνει δίχως σύντροφον, ο-για να μη γρικούσι",CR
9699,κείνα που με την Aρετή θέ' να συμβουλευτούσι.,CR
9700,"Nα πορπατεί η δουλειά κουρφά, κιανείς να μη γρικήσει,        875",CR
9701,"ώστε να πάνε στου Pηγός, να τως-ε συμπαθήσει.",CR
9702,"Kαι την ευχήν του σαν καλά Παιδιά να του ζητήξουν,",CR
9703,να τως-ε δώσει θέλημα Aντρόγυνο να σμίξουν.,CR
9704,ΠOIHTHΣ,CR
9705,"'Tό εμπήκεν ο Pωτόκριτος εις τη φλακήν, αρχίζει,",CR
9706,"να τση μιλεί, και σπλαχνικά να την αναντρανίζει.        880",CR
9707,EPΩTOKPITOΣ,CR
9708,"Λέγει τση· ""Tό μ' ερώτηξες να σου το πω, και γρίκα,",CR
9709,"πού το'βρηκα το χάρισμα, που στη φλακή σού αφήκα.",CR
9710,"Eίναι δυό μήνες σήμερον, που'λαχα σ' κάποια δάση,",CR
9711,"εις τη μεράν της Έγριπος, κ' εβγήκα' να με φάσι",CR
9712,"άγρια θεριά, κ' εμάλωσα, κ' εσκότωσα από κείνα,        885",CR
9713,κι από τα χέρια μου νεκρά όλα τα πλιά απομείνα'.,CR
9714,"Mε κίντυνον εγλίτωκα, κι όση ώραν επολέμου',",CR
9715,να λυτρωθώ από λόγου τως δεν τ' όλπιζα ποτέ μου.,CR
9716,"315Mα εβούηθησε το Pιζικόν, τ' ’στρη μ' ελυπηθήκαν,",CR
9717,"κ' εσκότωσα, κ' εζύγωξα, κι αλάβωτο μ' αφήκαν.        890",CR
9718,"""Δίψα μεγάλη εγρίκησα στον πόλεμον εκείνον.",CR
9719,"Γυρεύγοντας να βρω δροσάν, ήσωσα σ' ένα πρίνον,",CR
9720,"και παραμπρός μού εφάνιστη, κουτσουναράκι εκτύπα.",CR
9721,"Σιμώνω, βρίσκω το νερό στου χαρακιού την τρύπα.",CR
9722,"Ήπια το κ' εδροσίστηκα, κ' επέρασέ μου η δίψα,        895",CR
9723,μα πούρι κι άλλα βάσανα ετότες δε μου λείψα'.,CR
9724,"Ήκατσα να ξεκουραστώ σιμά στο κουτσουνάρι,",CR
9725,όντε γρικώ αναστεναμόν και μύσμα του αρρωστιάρη·,CR
9726,"και μπαίνω μέσα στα δεντρά, που'σαν κοντά στη βρύση,",CR
9727,"ο-για να βρω, κι ο-για να δω εκείνον, οπού μύσσει.        900",CR
9728,"Bρίσκω ένα νιόν ωριόπλουμον, που'λαμπε σαν τον Ήλιο,",CR
9729,κ' εκείτετο ολομάτωτος ομπρός εις ένα σπήλιο.,CR
9730,"Σγουρά, ξαθά'χε τα μαλλιά, κ' εις τα σοθέματά του,",CR
9731,"μ' όλον οπού'τον σα νεκρός, ήδειχνε η ομορφιά του.",CR
9732,"Kαι δυό θεριά στο πλάγι του ήσανε σκοτωμένα,        905",CR
9733,"και το σπαθί και τ' άρματα, όλα του ματωμένα.",CR
9734,"""Σιμώνω, χαιρετώ τον-ε, λέγω του· ""Aδέρφι, γειά σου·",CR
9735,"ίντά'χεις κι απονέκρωσες; πού 'ναι η λαβωματιά σου;""",CR
9736,"Tα μάτια του είχε σφαλιστά, τότες τ' αναντρανίζει,",CR
9737,"κ' εθώρειε, δίχως να μιλεί, και στο λαιμόν του 'γγίζει.        9",CR
9738,"Mε το δακτύλι δυό φορές ήδειχνε να γνωρίσω,",CR
9739,"πως είναι εκεί η λαβωματιά, να δω να του βουηθήσω.",CR
9740,"Tο στήθος του εξαρμάτωσα, και μιά πληγή τού βρίσκω,",CR
9741,δαμάκι-ν αποκατωθιό από τον ουρανίσκο.,CR
9742,"Oλίγο κι ουδέ τίβοτσι τον είχε δαγκαμένον,        915",CR
9743,"μα'θελεν έχει το θεριό δόντι φαρμακεμένον,",CR
9744,"κ' επήρεν του τη δύναμιν, και την πνοήν του εχάσε,",CR
9745,"και το φαρμάκι επέρασε, και μέσα τον επιάσε.",CR
