ΠΟΙΗΤΗΣ,Dialect
"Να κάτεχ’ από πού περνάς, θα’φτιαχνα καλντερίµι,",CR
να’κανα το µισό χρυσό και τ’ άλλο απ’ ασήµι.,CR
"Ρόδα και ροδοπέταλα στη στράτα θα σκορπίσω,",CR
"να πορευτείς και να διαβείς, ώστε να σε φιλήσω.",CR
Γαρύφαλλα και γιασεµιά στη στράτα θα σκορπίσω,CR
"κι άστρα θα κάµω µενταγιόν, για να σου το χαρίσω.",CR
[12],CR
"Γεράνια και χρυσάνθεµα, στο δρόµο σου θα στρώσω",CR
"κι’άτι θα πάρω γρήγορο, να ‘ρθω να σ’ ανταµώσω.",CR
"Άµε να πεις τσι µάνας σου, πως σ’ έχω αµπολιασµένη,",CR
κι αν αρνηθεί να πει το ναι την έχω ξεγραµµένη.,CR
"Άµε να πεις τσι µάνας σου, πως θα γενής δικιά µου,",CR
γιατί µου µάγεψες το νου και πήρες την καρδιά µου.,CR
"Νά’σουνα τριαντάφυλλο, της τριανταφυλλιάς µου,",CR
"θα σ’ έκοβα να σ’ έβαζα, στο πέτο της καρδιάς µου.",CR
"Εσύ µου χάρισες το παν, µε τα γλυκά φιλιά σου,",CR
κι ένα πετράδ΄ατίµητο είν΄η χρυσή καρδιά σου.,CR
"Ρόδα θα στρώνω να περνάς, κι αµάραντα λουλούδια,",CR
και τα πουλιά θα κελαηδούν τα πιο γλυκά τραγούδια.,CR
"Βελούδινα τα χάδια σου, κόκκινα τα µαλλιά σου,",CR
"γαλάζια τα µατάκια σου, λάβα η αγκαλιά σου.",CR
"Γλυκιά που είναι η ζωή και θέλω να τη ζήσω,",CR
"χίλιες φορές κι αν γεννηθώ, εσένα θ’ αγαπήσω.",CR
"Είµ’ ένα έρηµο πουλί, µέσα στην καταιγίδα,",CR
"µα εγώ βρίσκω στο πλάι σου, παρηγοριά κι’ ελπίδα.",CR
"Είµ’ ένα έρηµο πουλί, ένα φτωχό σπουργίτη,",CR
"και θε να χτίσω τη φωλιά, εις το δικό σου σπιτι.",CR
[13],CR
"Σπουργίτης είµαι µάθια µου και ζω µε την ελπίδα,",CR
να µ’ άφηνες και να ‘µπαινα σε µια σκαλοθυρίδα.,CR
"Γαριφαλιάς γαρύφαλλο και κανελιάς κανέλλα,",CR
τσ’ αγκάλες µου ‘χω ανοιχτές κι όποτε θέλεις έλα.,CR
"Εσύ ‘χεις πλούτη κι οµορφιά κα τα καλά του κόσµου,",CR
"µα εγώ δεν έχω τίποτα, παρά εσένα φως µου.",CR
"Όλος ο κόσµος κι ο ντουνιάς, ναν’ έπαε µαζί µου,",CR
"θα νιώθω µόνος κι έρηµος, χωρίς εσέ πουλί µου.",CR
"Όλος ο κόσµος είσ’ εσύ, τ’ άστρα και το φεγγάρι,",CR
"ένα διαµάντ’ αληθινό, λαµπρό µαργαριτάρι.",CR
Για σε λαλούνε τα πουλιά και το λουλούδι’ ανθίζουν,CR
"κι αρώµατα µεθυστικά, για χάρη σου σκορπίζουν.",CR
[14],CR
"Καρδιές που ξέρουν ν’αγαπούν, είναι µεγάλος πλούτος,",CR
"µα δυστυχώς δεν έχει µπλιο, ο ψεύτης κόσµος τούτος.",CR
"Ότι ποθούσα στη ζωή, είσαι εσύ για ‘µενα,",CR
"κι ό,τι πιο πλέρια αγαπάς, είµαι εγώ για ‘σενα.",CR
"Αγάπη δίχως πείσµατα, δίχως καηµό και πόνο",CR
"είναι αγάπη ψεύτικη, ψευθιάς αγάπη µόνο.",CR
"Αλάργα αλάργα το φιλί, για να’ χει νοστιµάδα",CR
"κι αγάπη δίχως πείσµατα , δεν έχει οµορφάδα.",CR
"Πείσµατα και πεισµατικά εµένα µη µου κάνεις,",CR
γιατ’ είµαι λεύτερο πουλί και γρήγορα µε χάνεις.,CR
Ψηλά τη χτίζεις τη φωλιά και θα σου σπάσει ο κλώνος,CR
και θα σου φύγει το πουλί και θα σου µείνει ο πόνος.,CR
"Όποιος γνωρίζει ν’ αγαπά, είναι µεγάλος πλούτος,",CR
"µα δυστυχώς δεν έχει µπλιο, ο ψεύτης κόσµος τούτος.",CR
"Εµείς κι αν αγαπιόµαστε, κρυφό καθένας το’χει,",CR
"εγώ δεν είπα ακόµη ναι, και εσύ δεν είπες όχι.",CR
[15],CR
"Κακ’ ήταν η αγάπη µας κι είχε κακά θεµέλια,",CR
σαν και τον ξεροτρόχαλο που χτίζουν τα κοπέλια.,CR
"Πες µου το µε το χωρατά, πες µου το µε το νάζι,",CR
πες µου το πώς δε µ’ αγαπάς κι εµένα δε µε νοιάζει.,CR
Θαρρείς πως είσαι µοναχή στον κόσµο τον απάνω;,CR
"έτσι να ρίξω µια µατιά, χίλιες αγάπες κάνω;",CR
"Κλαίω σαν το µωρό παιδί, και αρνεµό δεν έχω",CR
"γιατί τσ’ αγάπης τους καηµούς, µον’ εγώ κατέχω.",CR
Ιώβεια υποµονή έκανα στη ζωή µου,CR
"κι είχα ελπίδα πάντοτε, πως θα γενής δική µου.",CR
"Ήθελα να ΄χα δυο καρδιές, τη µια να στη χαρίσω,",CR
"την άλλη να κρατήσω ΄γω, για να µπορώ να ζήσω.",CR
"Πες µου ποιος άλλος σαν κι εµέ, για σένα θα πονέσει",CR
"και ποιος θα σκίσει την καρδιά, για χάρη σου στη µέση.",CR
"Πες µου ποιος άλλος σαν κι εµέ, σ’ αγάπησε καλλιά µου",CR
"και ποιος θα πέσει στη φωτιά, για σένανε κερά µου.",CR
"Οντέ µου λείπεις χάνοµαι, κι ο νους µου σκοτεινιάζει,",CR
"κι η πονεµένη µου καρδιά, θλίβεται κι’ ανταριάζει.",CR
"Σχαράς το νιο που σ’ αγαπά, τον νιο που θα σε πάρει,",CR
να σου φορέσει µπρασελέ τ’ ολόγεµο φεγγάρι.,CR
[16],CR
"Μοσχοβολούν οι νεραντζιές, µοσχοβολούν κι οι κρίνοι,",CR
"µα πιο γλυκιά µοσχοβολιά, θαρρώ πως έχει εκείνη.",CR
"Μυρίζουν οι βασιλικοί, µυρίζουν κι οι βασάρµοι,",CR
"µα το δικό σου άρωµα, σκλάβο σου µ’ έχει κάµει.",CR
"Σ’ αγάπησα και σ’ αγαπώ, όσαν και τη ζωή µου,",CR
"κι ώρα την ώρα καρτερώ, που θα γενής δική µου.",CR
"Είσαι το οξυγόνο µου, είσ’ η αναπνοή µου",CR
"κι εγώ για το χατίρι σου, δίνω και την ψυχή µου.",CR
"Να σουνα πέτρα του γιαλού, κι εγώ να’ µουν αγέρι,",CR
"να σε χαϊδεύω αγάπη µου, χειµώνα καλοκαίρι.",CR
Τα µάτια σου ‘ναι θάλασσα και κύµατα αφρισµένα,CR
"κι όλα του κόσµου τ’ άρµενα, εκεί ‘ναι αραγµένα.",CR
"Όµορφη είσαι λυγερή, µοιάζεις της Αφροδίτης",CR
"κι άλλη δεν είναι σαν κι εσέ, εις το νησί της Κρήτης.",CR
"Μαγνήτης είσαι και τραβάς τσι νεαρούς κοντά σου,",CR
"µα πρόσεξε να µην καείς, κι εσύ µε τη φωτιά σου.",CR
Μοιάζεις µε τον αυγερινό και τον αποσπερίτη,CR
"και ξεπερνάς στην οµορφιά, και τη θεά Αφροδίτη.",CR
"Όταν γελάς φεγγοβολάς, λάµπει το µάγουλό σου",CR
"και σαν το σφακολούλουδο, είναι το πρόσωπό σου.",CR
[17],CR
"Πέφτουν τα φύλλα απ’ τα κλαδιά, φεύγουν τα χελιδόνια",CR
"κι οσµίζοµαι φθινόπωρο, χειµώνα µε τα χιόνια.",CR
Εγέρασα µωρέ παιδιά κι’ άσπρισαν τα µαλλιά µου,CR
"και δεν µπορώ µπλιο να περνώ, από τη γειτονιά µου,",CR
να χαιρετώ τσι φίλους µου και τσι γειτόνισσες µου,CR
και ζω µε τσ’ αναµνήσεις µου και µε τσι θύµησές µου.,CR
"Θυµούµαι τσι σεβντάδες µου, και µια παλιά µου αγάπη,",CR
"που µ’ απαρνήθηκε θαρρώ, κι έφυγε σαν δρολάπι,",CR
"παιδιά κι ίντα να γίνηκε δεν έµαθα ποτέ µου,",CR
"που ξηµεροβραδιάζεται, ας κάτεχα Θεέ µου.",CR
"Όχι ότι την αγαπώ, και θέλω το σεβντά της,",CR
"µα να περάσω να µε δει, να κάψω την καρδιά της.",CR
[18],CR
Για τα Βάσανα,CR
"Σβήσανε όλες οι χαρές, που ήτανε για µένα,",CR
"γι’ αυτό πάω θλιφτά θλιφτά, και παραπονεµένα.",CR
"Ένα σπηλιάρι σκοτεινό, γεµάτο σταλαχτίτες,",CR
"θέλω να ΄χω κονάκι µου, τις µέρες και τις νύχτες.",CR
"Άχι και ίντα θα γενώ κι’ ίντα στράτα θα πάρω,",CR
"για να µπορέσω να χωστώ, του κερατά του χάρο.",CR
"Άχι το κακορίζικο κι’ εδά στα γεραθιά µου,",CR
"να µε τσιµπούν οι όρνιθες, πώς το βαστάς καρδιά µου;",CR
"Άχι το κακορίζικο και το κακογραµµένο,",CR
αφού σε τούτη τη ζωή άλλο δεν ανηµένω,CR
"Παρά µονάχα βάσανα και πίκρες και φαρµάκια,",CR
κι ούλα τα σαπιοκάρυδα και τζουφιαµυγδαλάκια.,CR
"Ίντάκαµα τσι τύχης µου κι όλο ρε γαµώτο,",CR
τσι πόνους και στα βάσανα µε βάζει πάντα πρώτο.,CR
Ίντάκαµα και του Θεού και όλ’ εγώ του φταίω,CR
"κι οντέ µοιράζει τσι χαρές, µ΄αφήνει τελευταίο.",CR
[19],CR
"Καταραµένο ριζικο, κι αντιδική µου µοίρα,",CR
"σ’ αυτή την ψεύτρα τη ζωή, καµιά χαρά δεν πήρα.",CR
"Του κόσµου αυτού τα βάσανα, την ερηµιά, τη φτώχεια,",CR
Χριστέ µου και να µπόρουνα να τα ‘πιάνα µε βρόχια,CR
"Βάσανα πίκρες και καηµοί, να’ ναι καταραµένα,",CR
"κι΄απ΄ τη ζωή του καθενός, µακριά και ξορκισµένα.",CR
"Βαριές είναι οι µέρες µου, βαριές σα µολυβένιες,",CR
"κι είναι τα βάσανα πολλά, κι ατέλειωτες οι έγνοιες.",CR
"Τα δέντρα που’ ναι αµίλητα, όταν µε δουν µιλούνε,",CR
"και λεν΄ αυτός ο άνθρωπος , για δες θλιµµένος που’ ναι.",CR
"Όλος ο κόσµος µε ρωτά, ιντάχω και δακρύζω,",CR
"Χριστέ µου τόσα βάσανα, και πώς τα νταγιαντίζω;",CR
"Ανάθεµα την ξενιτιά κι’ ανάθεµα τα ξένα,",CR
"που µ’ έκαναν να περπατώ, µε ζάλα πονεµένα.",CR
"Ούλος ο κόσµος να ‘ναι επά και µια ψυχή να λείπει,",CR
µαύρος µου φαίνετ’ ουρανός και σκοτεινό το σπιτι.,CR
"Αναστενάζω και πονώ, λυπούµαι και δακρύζω,",CR
γιατί έχω βάσανα πολλά και δεν τα νταγιαντίζω.,CR
"Καρδιά µου κακορίζικη, τσι στεναγµούς νταγιάντα,",CR
"µα τούτ’ η ψεύτικη ζωή, δε θα βαστήξει πάντα.",CR
[20],CR
"Ψάχνω, γυρεύω, ερευνώ, ζητώ και δοκιµάζω,",CR
"µήπως και βρω το γιατρικό, να µην αναστενάζω.",CR
"Βάσανα πίκρες και καηµοί, όλα στον κόσµ’ αλλάζουν",CR
και τα θολούµενα νερά κι’ αυτά κατασταλάζουν.,CR
"Άχι και να ΄ταν η ζωή, ωραίο περιβόλι,",CR
να µην υπάρχουν βάσανα και να χαιρόµαστ’ όλοι.,CR
Να ‘τανε λέει η ζωή όµορφο περιβόλι,CR
"και µερτικό στην οµορφιά, να ‘χαν στον κόσµο όλοι.",CR
"Να ‘τανε λέει η ζωή, παντοτινή κι’ αιώνια",CR
κι’ εµείς να µη γερνούσαµε καθώς περνούν τα χρόνια.,CR
"Σαν και τον ήλιο το πρωί, που στέλνει τσ’ ηλιαχτίδες",CR
"κι’ ανθίζουν στις φτωχές καρδιές, χίλιες χρυσές ελπίδες.",CR
"Μη φοβηθείς τον άνθρωπο, που ζει µε την ελπίδα,",CR
"µάχεται στην καλοκαιριά, µα και στην καταιγίδα.",CR
"Άχι το χωριανάκι µου, κι’ ιντά’παθε και κλαίει,",CR
βαρύς σεµπντάς το βάρεσε κι’ ανθρώπου δεν το λέει.,CR
"Όφου το χωριανάκι µου κι’ ίντα καηµός το καίει,",CR
κι’ανιούς δεν τονε µολογά και κάθεται και κλαίει.,CR
"Όφου το χωριανάκι µου, κι’ ίντα κακό το βρήκε,",CR
"µιας ξανθοµάλλας ο σεµπντάς, µέσ’ στην καρδιά του µπήκε.",CR
[21],CR
"Τη συντροφιά σας χαίροµαι, κι’ όλα σας τα ωραία,",CR
"πρώτη φορά µου συναντώ, τέτοια καλή παρέα.",CR
"Χίλια καλώς µας ήρθανε οι φίλοι κι οι δικοί µας,",CR
"κι αν δεν χωρούν στο σπίτι µας, πάνω στην κεφαλή µας.",CR
"Πολύν καιρό αδέρφια µου είχαµε να τα πούµε,",CR
"να τραγουδήσουµε µαζί, να φάµε και να πιούµε.",CR
"Ελάστε µιας και σµίξαµε, κι’ έιδαµ’ ένας τον άλλο,",CR
να πιούµε και να κάµωµ’ ένα γλέντι µεγάλο.,CR
"Γιατί είναι ψεύτικ’ η ζωή, και πράµα δεν κερδίζεις,",CR
"µονάχα µερικές στιγµές, την ώρα που γλεντίζεις.",CR
"Γλέντιζε και ξεφάντωνε και χαίρου µε τα νιώτα,",CR
"για δεν ξαναγυρίζουνε, σαν του µαγιού τα χόρτα.",CR
"Όποιος γλεντά και χαίρεται και παίζει και χορεύει,",CR
αυτός κερδίζει τον ντουνιά και δεν το χωρατεύει.,CR
"Καράβια πάνε στο γιαλό, και γλάροι στον αέρα,",CR
"Χριστέ µου και να κάναµε, παρέα κάθε µέρα.",CR
[22],CR
"Ποιος είδεν αετό ποτέ στον κάµπο να φωλέψει,",CR
και µερακλίδικη καρδιά στα πλούτη να ζηλέψει.,CR
"Οι µερακλίδικες καρδιές δεν τα φθονούν τα πλούτη,",CR
µόνο γλεντούν και χαίρονται µεσ’ στη ζωήν ετούτη.,CR
"Ο µερακλής ο άνθρωπος, απ’ το Θεό ‘χει χάρη,",CR
"κι’ όλοι τον καµαρώνουνε, σαν το µαργαριτάρι.",CR
"Η µερακλίνα κοπελιά το ‘χει κρυφό καµάρι,",CR
"και λιώνει για χατήρι της, το κάθε παληκάρι.",CR
"Να τρώµε και να πίνουµε και να χαροκοπούµε,",CR
"αυτά µόνο κερδίζουµε, στον κόσµο όπου ζούµε.",CR
"Ο κόσµος είναι στρογυλός και σαν τροχός γυρίζει,",CR
κι όποιος γλεντά και χαίρεται αυτός τονε κερδίζει.,CR
"Ό,τι µ’ αρέσει κι΄αγαπώ, στον κόσµο τούτο που΄µαι,",CR
είναι να βλέπω συγγενείς κι όµορφα να γλεντούµε .,CR
"Όλο τον κόσµο γύρισα, παντού µπήκα και βγήκα,",CR
µα τι δική σας συντροφιά αλλού ποθές δε βρήκα.,CR
"Θορώ δικούς και χαίροµαι, φίλους που µπεγεντίζω,",CR
και από τα βάθη της καρδιάς σας καλωσορίζω.,CR
[23],CR
Εις τους κήπους µαραίνονται τα ρόδα και τα ία,CR
αλλ’ αποµέν’ αµάραντ’ η αληθινή φιλία.,CR
"Φιλία γόρδιος δεσµός, άνθος π’ ανθεί σπανίως,",CR
"µα σαν ανθίσει µια φορά, ανθίζει αιωνίως.",CR
"Φιλία λάµπεις σαν το φως µοσχοβολάς σα βιόλα,",CR
"κι αν τύχει να ’σαι αληθινή, εσύ τα δίνεις όλα.",CR
"Φιλία είσ’ ιδανικό, σπουδαίο και µεγάλο,",CR
"και σαν και ΄σενα στη ζωή, δε βρήκα τέτοιο άλλο.",CR
"Όταν ριζώσεις δυνατά και αγγίξεις τις καρδιές µας,",CR
θα πάψουνε οι πόλεµοι και όλες οι όχθροιτες µας.,CR
"Φιλία λέξη ιερή, φιλία λέξη θεία,",CR
που γράφεται µεσ’ τις καρδιές και όχι στα βιβλία.,CR
"Όποιος αισθάνεται βαθιά κι’ αληθινή φιλία,",CR
"έχει του κόσµου τα καλά, κι’ όλα τα µεγαλεία.",CR
"Φιλία σαν του ∆άµωνα και σαν του και του Φιντία,",CR
"γεννιέται µόνο µια φορά, κάθε χιλιετία.",CR
[24],CR
"Ανάθεµά σε χωρισµέ και τρισανάθεµά σε γιατί χωρίζεις τσ’ εδικούς, χωρίς να τους λυπάσαι.",CR
"Είναι πικρός ο χωρισµός, πικρός σαν το κινίνο",CR
"και τίποτ’ άλλο πιο πικρό, δεν είναι από κείνο.",CR
"Ο χωρισµός σου γίνεται, σαν του λαζού το λάζο",CR
που µου πληγώνει την καρδιά και βαριαναστενάζω.,CR
"Ο χωρισµός κι ο θάνατος, είναι δυο δολοφόνοι,",CR
ο ένας καίει τις καρδιές κι ο άλλος τις σκοτώνει.,CR
Σώνοντ’ οι µέρες σώνονται και σφύξτε την καρδιά σας,CR
γρήγορα θα ‘ρθουµε κι’ εµείς να µείνουµε κοντά σας.,CR
"Εµείς κι’ αν εχωρίσαµε, πάλι θ’ ανταµωθούµε,",CR
πάλι θα ξανασµίξουµε να φάµε και να πιούµε.,CR
"Κλαίω, πονείς, πονώ και κλαις, κλαις και πονείς και κλαίω",CR
"και καίγοµαι και κλαις εσύ, και καίγεσαι και κλαίω.",CR
"Μισεύγεις, κλαίνε τα πουλιά, µαραίνονται τα δάση",CR
"άχι, τον έρµο τον καιρό, και πότε θα περάσει.",CR
[25],CR
Για την αχαριστία,CR
"Και η κλεψιά είναι κακό κι ο φόνος κι η ληστεία,",CR
"µα το χειρότερο κακό, είν’ η αχαριστία.",CR
"Ροδόσταµο σε πότιζα και µου’ δινες φαρµάκι,",CR
περιστεράκι ήµουνα και ήσουνα γεράκι.,CR
"Γυναίκας µη πιστεύγεσαι ποτέ το µυστικό σου,",CR
γιατί σε άλλον θα το πει κι είναι κακό δικό σου.,CR
"Ποτέ µου δεν περίµενα, ότι θα ξεπορτίσεις",CR
"και εις τα κρύα του λουτρού, να γκάψεις να µ’ αφήσεις.",CR
"Σε πότιζα ροδόσταµο και του πουλιού το γάλα,",CR
"µα ‘συ γυναίκα αχάριστη, είχες στο νου σου άλλα.",CR
"Σ’ αυτή την ψεύτρα τη ζωή, πολλά µπορείς να πάθεις,",CR
"µα της γυναίκας την καρδιά, ποτέ δε θα τη µάθεις.",CR
"Ανέ µου σκίσεις την καρδιά, µέσα θα βρεις εσένα,",CR
"µα’ συ σκύλα δε µ’ αγαπάς, κι ούτε πονείς για µένα.",CR
"Του αχαρίστου η ψυχή άδειο πιθάρι µοιάζει,",CR
που το γεµίζεις µε νερό και µονοµιάς αδειάζει.,CR
[26],CR
Να ζήσεις µόνο µια στιγµή ευχάριστα σου φτάνει,CR
"ρόδο π’ ανθεί πολύν καιρό, την οµορφιά του χάνει.",CR
"Ψηλά σα θέλεις ν’ ανεβείς, σιγά σιγά ανέβα,",CR
"τα χνάρια να µπορείς να βρείς, όταν σου πουν κατέβα.",CR
"Σα θέλειν ν’ανεβείς ψηλά µη βιάζεσαι να φτάσεις,",CR
"γιατί αν φτάσεις γρήγορα, όλα θα τα ξεχάσεις",CR
"Και παντρεµένος µασκαράς κι ανύπαντρος ρεζίλης,",CR
που λέει η κυρά Πέτραινα κι ο γιος της ο Βασίλης.,CR
"Αλίµονο σ’ εκείνονε που µοναχά ελπίζει,",CR
"σπέρνει χωράφια στο γυαλό, και άνεµο θερίζει.",CR
"Ήθελα να’µουνα αετός, στα νέφη να πετάξω,",CR
να πάω κόντρα στον καιρό κι’ ας είχα να πλαντάξω.,CR
"Περήφανος είν’ αετός, και όλο ψηλά πετάει,",CR
τα πλούτη τα περιφρονεί και τσ’ όµορφες κοιτάει.,CR
[27],CR
"Η αρετή στον άνθρωπο, είναι λαµπρό στολίδι,",CR
"λάµπει σαν διαµαντόπετρα, πάνω σε δαχτυλίδι.",CR
"Όλος ο κόσµος να το πει, να κράξει, ν’ αλαλλάξει,",CR
"η γνώµη µου για σένανε, ποτέ της δε θ’ αλλάξει.",CR
"Κλαίω σαν το µωρό παιδί, και αρνεµό δεν έχω",CR
"γιατί τσ’ αγάπης τους καηµούς, µόν’ εγώ κατέχω.",CR
"Άχι και βαχ κι αλίµονο, άχι και πάλιν άχι",CR
"θα το φωνάξω δυνατά, αγάπη δεν υπάρχει.",CR
"Ο κόλακας κι ο κόρακας έχουν το ίδιο χρώµα,",CR
ο πρώτος το’χει στην ψυχή κι ο δεύτερος στο σώµα.,CR
"Πρόσεχε τις κουβέντες σου, που βγάζεις απ’ το στόµα,",CR
"µε άλφα βγαίνει άρωµα, µε βήτα βγαίνει βρώµα.",CR
"Από βροντή κι απ’ αστραπή κι από νερό και χιόνι,",CR
"κι από αρβανιτόφαρα, Θεός να σας γλυτώνει.",CR
"Θα γίνουν εκλογές και όλα θα’ ναι εντάξει,",CR
τίποτα δε θ΄ αλλάξει.,CR
"Αυτοί θα τρων την πίτα, θα γλύψουν και το πιάτο",CR
κι εµείς θα τρώµε σκύλο µα ούτε και χορτάτο.,CR
[28],CR
"Τα θυµιατά γίναν αγγειά, και τα σκατά λιβάνι,",CR
"και τα παιδιά των αγυρτών, ταγοί και καπετάνιοι.",CR
"Αφήσετε τσαθιβολές και τα ροζοναµέντα,",CR
κι ελάστε να µιλήσουµε να πούµε µια κουβέντα.,CR
"Καταραµένο ριζικό, τρισκατάρατη φτώχεια,",CR
"γιατί µας σφίγγεις το λαιµό, σαν µέγκενη σαν βρόχια.",CR
Χαρές και λύπες στη ζωή διαβαίν’ παντ’ αντάµα,CR
εκτός κι αν θελ’ ο διάολος να γίνει κανά θάµα.,CR
Χάρε ρουφιάνε κερατά και ποιος θα σε σκοτώσει,CR
κι αυτός ο ψεύτης ο ντουνιάς για πάντα να γλιτώσει.,CR
"Να ‘τανε πότης ο Θεός, να ‘πινε σαν κουρσάρο",CR
κι απάνω στο µεθύσι του να σκότωνε το χάρο.,CR
"Να ‘πινε ο χάρος το κρασί, είχα να τον µεθύσω",CR
και να τον πάρω ύστερα να πάω να τον τσουρήσω.,CR
Να πάει εις στο διάολο κι ακόµη πάρα πέρα,CR
"ίσως κι εµείς οι δύστυχοι, να βλέπαµε άσπρη µέρα.",CR
"Γαρύφαλο και γιασεµί, του Μάη και τ’ Απρίλη,",CR
"το ριζικό σου έκλωθε, µε το χρυσό σφεντίλι",CR
"και πήρες νιο χορευταρά, ασίκη και λεβέντη,",CR
που ξετρελλαίνουνται οι νιες σαν τονε δουν στο γλέντι.,CR
[29],CR
Τα χρόνια µαθουσάλεια και τρισευτυχισµένα,CR
"υγεία, πλούτη και χλιδή, ευχόµαστε σε σένα.",CR
"Τα χρόνια µαθουσάλεια, γεµάτα ευτυχία,",CR
µακριά σου όλα τα κακά και κάθε δυστυχία.,CR
"Πίκρες και πόνους στη ζωή, ποτέ να µη περάσεις",CR
"και στου Ολύµπου την κορφή, την πιο ψηλή να φτάσεις.",CR
"Ρόδα και τριαντάφυλλα, στο διάβα σου ν’ ανθίζουν",CR
"κι όλοι γλυκά να σ’ αγαπούν, και να σε µπεγεντίζουν.",CR
"Να χαίρονται τις χάρες σου, την όµορφη σου νιότη",CR
"και στις κοινωνικές χαρές , πάντα να είσαι πρώτη.",CR
"Τέτοιες ευχές σου δίνουµε, την Άγια µέρα τούτη",CR
"κι ως τα βαθιά σου γηρατειά, να ‘χεις χλιδή και πλούτη».",CR
"«Ευχόµαστε ολόψυχα, σε ‘σέ γλυκιά κοπέλλα",CR
"να ‘ναι η ζωή σου ζάχαρη, γλυκιά σαν καραµέλα.",CR
"Απ’ τον γαλάζιο σου ουρανό, είθε να µη περάσει,",CR
"ποτέ κανένα σύννεφο, για να σου τον σκιάσει.",CR
[30],CR
"Ο ήλιος ο βιγλάτορας, µονάχα να τον σχίζει",CR
"κι ευτυχία και χαρά, σε Σένα να χαρίζει.",CR
"Ανθόσπαρτος ο βίος σου, η ζήση σου ωραία",CR
"και πάντα µε τον έρωτα, να κάνετε παρέα.",CR
"Μακριά σου όλα τα κακά, κι όλες οι δυσκολίες",CR
"και να γνωρίζεις στη ζωή, µόνον ΕΠΙΤΥΧΙΕΣ.",CR
"Ποτέ να µη πικραίνεσαι, µήτε ν’ αναστενάζεις",CR
"και µε υγεία και χαρά, πάντοτε να γιορτάζεις.",CR
"Χρόνια Πολλά, Χρόνια Καλά, Χρόνια Χρυσά να ζήσεις",CR
"και όλα σου τα όνειρα,να πραγµατοποιήσεις».",CR
"«Όσ’ άνθη έχει ο Μάιος, κι ο χειµώνας χιόνια,",CR
"τόσα σ’ ευχόµαστε κι εµείς, ευτυχισµένα χρόνια.",CR
"Για τη χρυσή σου τη γιορτή,την ονοµαστική σου",CR
"κι’ ανθόσπαρτη, κι’ ολόχαρη πάντα να ‘ναι η ζωή σου.",CR
"Ακόµη σου ευχόµαστε, αγαπηµένη κόρη,",CR
"άµποτε γρήγορα να βρεις, ένα γλυκό αγόρι,",CR
"να το βαστάς, να σε βαστά, σαν να ‘στε µια πνοή,",CR
"για ν’ ανεβείτε το βουνό, που λέγεται ΖΩΗ».",CR
"«Σου εύχοµαι ολόψυχα, φίλη µου αγαπηµένη,",CR
"να ‘χεις µια ζήση ανθόσπαρτη και τρισευτυχισµένη,",CR
[31],CR
"ο ουρανός σου ανέφελος, πάντα να παραµένει",CR
"κι ο ήλιος ο βιγλάτορας, αιώνια να διαβαίνει,",CR
"ολόλαµπρος κι ολόφωτος, τον ουρανό να σχίζει",CR
"και ευτυχία και χαρά, σε Σένα να χαρίζει.",CR
"Όλα να ‘ναι τριγύρω σου, στο φως πληµµυρισµένα,",CR
"µοσχοβολιές κι’ αρώµατα, να γίνονται για σένα.",CR
Μακριά σου όλα τα κακά κι όλες οι δυστυχίες,CR
"και να γνωρίζεις στη ζωή, µόνο επιτυχίες.",CR
"Ποτέ να µην πικραίνεσαι, µήτε ν’ αναστενάζεις",CR
"και µε υγεία και χαρά, πάντοτε να γιορτάζεις.",CR
"Χρόνια Πολλά, χρόνια καλά, χρόνια χρυσά να ζήσεις,",CR
"κι’ άµποτε πίκρες και καηµούς, ποτέ να µη γνωρίσεις».",CR
"«Χίλια, χρυσά, χαρούµενα, χρόνια και ευτυχισµένα,",CR
"ευχόµαστε όλοι µαζίεµείς, φίλε µου σε Σένα.",CR
"Να προοδεύεις πάντοτε,στην κορυφή να φτάσεις",CR
"κι’ όλβιος και τρισόλβιος, να ζήσεις, να γεράσεις.",CR
"Να γίνεις µέγας και τρανός, γνωστός στην οικουµένη",CR
"και κάθε επιθυµία σου, αληθινή να γένει.»",CR
[32],CR
Ό,CR
«,CR
"σ’ άνθη έχει ο Μάϊος και ο χειµώνας χιόνια,",CR
"να ζήσει ο νεοφώτιστος, ευτυχισµένα χρόνια.",CR
Ολόψυχα του εύχοµαι και πάντα να προκόβει,CR
"κι’ από τον κήπο της χαράς, ρόδα όµορφα να κόβει.",CR
"Η ζήση του ολόκληρη, να ‘ναι ένα τραγούδι",CR
"και ροδοπέταλα χαράς, να ραίνουν τ’ αγγελούδι».",CR
"«Ευχόµαστε κάθε καλό, στο βαφτιστήρι τούτο",CR
"και να γνωρίσει στη ζωή, µόνο χλιδή και πλούτο.",CR
"Ο ήλιος ο βιγλάτορας, φιλάκια να του στέλνει",CR
"και µ’ άνθη και ροδόφυλλα, το βίο του να ραίνει».",CR
[33],CR
Τ,CR
"« α χρόνια µαθουσάλεια, για τα γενέθλιά σου",CR
"κι’ αληθινά να γίνουνε, όλα τα όνειρά σου.",CR
"Ευτυχισµένη πάντοτε, µε ένα γλυκό αγόρι,",CR
"αγαπηµένοι στη χαρά, µα και στο ξεροβόρι.",CR
"Τις Συµπληγάδες της ζωής, µ’ αγάπη να περνάτε",CR
